"daymonth_id","rainfall","day","time_series_id"
"01-01",0.047125,2011-01-01,57
"01-02",0,2011-01-02,57
"01-03",0,2011-01-03,57
"01-04",0,2011-01-04,57
"01-05",0.3157506,2011-01-05,57
"01-06",0,2011-01-06,57
"01-07",0.07051655,2011-01-07,57
"01-08",0,2011-01-08,57
"01-09",0.0001008,2011-01-09,57
"01-10",0,2011-01-10,57
"01-11",2.1890678,2011-01-11,57
"01-12",0,2011-01-12,57
"01-13",0,2011-01-13,57
"01-14",0,2011-01-14,57
"01-15",10.67446855,2011-01-15,57
"01-16",0,2011-01-16,57
"01-17",0,2011-01-17,57
"01-18",0.0028658,2011-01-18,57
"01-19",0,2011-01-19,57
"01-20",0,2011-01-20,57
"01-21",0,2011-01-21,57
"01-22",0,2011-01-22,57
"01-23",0,2011-01-23,57
"01-24",0,2011-01-24,57
"01-25",0.0998861,2011-01-25,57
"01-26",15.2949006,2011-01-26,57
"01-27",0.88900765,2011-01-27,57
"01-28",0,2011-01-28,57
"01-29",0.14176035,2011-01-29,57
"01-30",9.4742627,2011-01-30,57
"01-31",22.64358225,2011-01-31,57
"02-01",8.9677882,2011-02-01,57
"02-02",6.6277069,2011-02-02,57
"02-03",0,2011-02-03,57
"02-04",2.06519195,2011-02-04,57
"02-05",0.0028309,2011-02-05,57
"02-06",0,2011-02-06,57
"02-07",5.27632235,2011-02-07,57
"02-08",26.5075878,2011-02-08,57
"02-09",0.0231679,2011-02-09,57
"02-10",1.13830065,2011-02-10,57
"02-11",0.04262335,2011-02-11,57
"02-12",0,2011-02-12,57
"02-13",0,2011-02-13,57
"02-14",0,2011-02-14,57
"02-15",0.86520315,2011-02-15,57
"02-16",4.63685995,2011-02-16,57
"02-17",3.75233405,2011-02-17,57
"02-18",0.939837,2011-02-18,57
"02-19",0,2011-02-19,57
"02-20",0.61083355,2011-02-20,57
"02-21",0.04169375,2011-02-21,57
"02-22",0,2011-02-22,57
"02-23",1.03285465,2011-02-23,57
"02-24",0,2011-02-24,57
"02-25",17.2708664,2011-02-25,57
"02-26",0.75727,2011-02-26,57
"02-27",0,2011-02-27,57
"02-28",0,2011-02-28,57
"02-29",0,2011-03-01,57
"03-01",0,2011-03-02,57
"03-02",0,2011-03-03,57
"03-03",0,2011-03-04,57
"03-04",0,2011-03-05,57
"03-05",0,2011-03-06,57
"03-06",0,2011-03-07,57
"03-07",0,2011-03-08,57
"03-08",3.72062195,2011-03-09,57
"03-09",0.51531295,2011-03-10,57
"03-10",4.2722437,2011-03-11,57
"03-11",3.29460495,2011-03-12,57
"03-12",5.7139628,2011-03-13,57
"03-13",16.854615,2011-03-14,57
"03-14",0,2011-03-15,57
"03-15",1.7899586,2011-03-16,57
"03-16",0,2011-03-17,57
"03-17",0,2011-03-18,57
"03-18",0,2011-03-19,57
"03-19",0,2011-03-20,57
"03-20",0,2011-03-21,57
"03-21",0,2011-03-22,57
"03-22",0,2011-03-23,57
"03-23",0,2011-03-24,57
"03-24",0,2011-03-25,57
"03-25",0.9360111,2011-03-26,57
"03-26",6.0792882,2011-03-27,57
"03-27",2.159415,2011-03-28,57
"03-28",0,2011-03-29,57
"03-29",0.0403564,2011-03-30,57
"03-30",5.98275965,2011-03-31,57
"03-31",0.5933744,2011-04-01,57
"04-01",0.1058084,2011-04-02,57
"04-02",3.1549221,2011-04-03,57
"04-03",2.1453893,2011-04-04,57
"04-04",0.8915787,2011-04-05,57
"04-05",2.57660165,2011-04-06,57
"04-06",1.5403161,2011-04-07,57
"04-07",0,2011-04-08,57
"04-08",0,2011-04-09,57
"04-09",0,2011-04-10,57
"04-10",0.188213,2011-04-11,57
"04-11",0,2011-04-12,57
"04-12",3.4911029,2011-04-13,57
"04-13",0,2011-04-14,57
"04-14",0.23864825,2011-04-15,57
"04-15",0,2011-04-16,57
"04-16",0,2011-04-17,57
"04-17",0,2011-04-18,57
"04-18",0,2011-04-19,57
"04-19",0,2011-04-20,57
"04-20",1.7820924,2011-04-21,57
"04-21",1.09072015,2011-04-22,57
"04-22",0.66808895,2011-04-23,57
"04-23",0.20871815,2011-04-24,57
"04-24",3.0600497,2011-04-25,57
"04-25",0.82075385,2011-04-26,57
"04-26",0.0793611,2011-04-27,57
"04-27",0,2011-04-28,57
"04-28",0.01135585,2011-04-29,57
"04-29",0,2011-04-30,57
"04-30",7.70518955,2011-05-01,57
"05-01",1.50654995,2011-05-02,57
"05-02",0.08518655,2011-05-03,57
"05-03",2.73898215,2011-05-04,57
"05-04",0.97744355,2011-05-05,57
"05-05",2.11e-05,2011-05-06,57
"05-06",0,2011-05-07,57
"05-07",0.56205455,2011-05-08,57
"05-08",0,2011-05-09,57
"05-09",0.00626055,2011-05-10,57
"05-10",0,2011-05-11,57
"05-11",0,2011-05-12,57
"05-12",0,2011-05-13,57
"05-13",0,2011-05-14,57
"05-14",0.5742388,2011-05-15,57
"05-15",1.246923,2011-05-16,57
"05-16",0.22101535,2011-05-17,57
"05-17",0.72727525,2011-05-18,57
"05-18",0.12557735,2011-05-19,57
"05-19",0.07057195,2011-05-20,57
"05-20",0.00722125,2011-05-21,57
"05-21",0,2011-05-22,57
"05-22",0.64839835,2011-05-23,57
"05-23",0.04512705,2011-05-24,57
"05-24",0,2011-05-25,57
"05-25",0,2011-05-26,57
"05-26",0,2011-05-27,57
"05-27",0.1218731,2011-05-28,57
"05-28",0.16739455,2011-05-29,57
"05-29",0,2011-05-30,57
"05-30",0,2011-05-31,57
"05-31",0,2011-06-01,57
"06-01",0,2011-06-02,57
"06-02",0,2011-06-03,57
"06-03",0,2011-06-04,57
"06-04",0,2011-06-05,57
"06-05",0,2011-06-06,57
"06-06",0,2011-06-07,57
"06-07",0,2011-06-08,57
"06-08",0,2011-06-09,57
"06-09",0,2011-06-10,57
"06-10",0,2011-06-11,57
"06-11",0,2011-06-12,57
"06-12",0,2011-06-13,57
"06-13",0,2011-06-14,57
"06-14",0,2011-06-15,57
"06-15",0,2011-06-16,57
"06-16",0,2011-06-17,57
"06-17",0,2011-06-18,57
"06-18",0,2011-06-19,57
"06-19",0,2011-06-20,57
"06-20",0,2011-06-21,57
"06-21",0,2011-06-22,57
"06-22",0,2011-06-23,57
"06-23",0,2011-06-24,57
"06-24",0,2011-06-25,57
"06-25",0,2011-06-26,57
"06-26",0,2011-06-27,57
"06-27",0,2011-06-28,57
"06-28",0,2011-06-29,57
"06-29",0,2011-06-30,57
"06-30",0,2011-07-01,57
"07-01",0,2011-07-02,57
"07-02",0,2011-07-03,57
"07-03",0,2011-07-04,57
"07-04",0,2011-07-05,57
