"daymonth_id","rainfall","day","time_series_id"
"01-01",0.05009815,2014-01-01,75
"01-02",0.4470431,2014-01-02,75
"01-03",0,2014-01-03,75
"01-04",0,2014-01-04,75
"01-05",0,2014-01-05,75
"01-06",0,2014-01-06,75
"01-07",0,2014-01-07,75
"01-08",5.49740605,2014-01-08,75
"01-09",0,2014-01-09,75
"01-10",0.1405714,2014-01-10,75
"01-11",2.4446117,2014-01-11,75
"01-12",0,2014-01-12,75
"01-13",0.7195017,2014-01-13,75
"01-14",0.0007738,2014-01-14,75
"01-15",0,2014-01-15,75
"01-16",0.13239405,2014-01-16,75
"01-17",4.89945095,2014-01-17,75
"01-18",0,2014-01-18,75
"01-19",0,2014-01-19,75
"01-20",0.74490275,2014-01-20,75
"01-21",1.0173497,2014-01-21,75
"01-22",0,2014-01-22,75
"01-23",0,2014-01-23,75
"01-24",0.0730037,2014-01-24,75
"01-25",0,2014-01-25,75
"01-26",0,2014-01-26,75
"01-27",0,2014-01-27,75
"01-28",0,2014-01-28,75
"01-29",0.07819155,2014-01-29,75
"01-30",0.5373433,2014-01-30,75
"01-31",0.0698482,2014-01-31,75
"02-01",0,2014-02-01,75
"02-02",8.49493155,2014-02-02,75
"02-03",3.1024936,2014-02-03,75
"02-04",0.0121017,2014-02-04,75
"02-05",0,2014-02-05,75
"02-06",0.42187315,2014-02-06,75
"02-07",0,2014-02-07,75
"02-08",0,2014-02-08,75
"02-09",0,2014-02-09,75
"02-10",0.135594,2014-02-10,75
"02-11",0,2014-02-11,75
"02-12",0,2014-02-12,75
"02-13",0.07617475,2014-02-13,75
"02-14",0,2014-02-14,75
"02-15",0.60241005,2014-02-15,75
"02-16",0.58539,2014-02-16,75
"02-17",0,2014-02-17,75
"02-18",0.2272697,2014-02-18,75
"02-19",3.7966973,2014-02-19,75
"02-20",2.15315945,2014-02-20,75
"02-21",0.55481125,2014-02-21,75
"02-22",0.55717895,2014-02-22,75
"02-23",1.77740165,2014-02-23,75
"02-24",3.7703138,2014-02-24,75
"02-25",0.0216514,2014-02-25,75
"02-26",0.06622195,2014-02-26,75
"02-27",0,2014-02-27,75
"02-28",0.74313645,2014-02-28,75
"03-01",9.2810524,2014-03-01,75
"03-02",0.21272075,2014-03-02,75
"03-03",0.458029,2014-03-03,75
"03-04",0.38025495,2014-03-04,75
"03-05",0.5416446,2014-03-05,75
"03-06",0,2014-03-06,75
"03-07",3.4494538,2014-03-07,75
"03-08",0.52893865,2014-03-08,75
"03-09",0.5037033,2014-03-09,75
"03-10",2.4349694,2014-03-10,75
"03-11",0.05947665,2014-03-11,75
"03-12",2.69251195,2014-03-12,75
"03-13",0,2014-03-13,75
"03-14",3.8361093,2014-03-14,75
"03-15",6.1973551,2014-03-15,75
"03-16",0.02832705,2014-03-16,75
"03-17",0.93190545,2014-03-17,75
"03-18",0,2014-03-18,75
"03-19",0.0597046,2014-03-19,75
"03-20",0,2014-03-20,75
"03-21",0.01379655,2014-03-21,75
"03-22",0.06175525,2014-03-22,75
"03-23",4.9796915,2014-03-23,75
"03-24",3.90094915,2014-03-24,75
"03-25",0.2861456,2014-03-25,75
"03-26",0.4607943,2014-03-26,75
"03-27",0,2014-03-27,75
"03-28",8.9074908,2014-03-28,75
"03-29",6.1926937,2014-03-29,75
"03-30",1.5048842,2014-03-30,75
"03-31",0.62909695,2014-03-31,75
"04-01",2.5145872,2014-04-01,75
"04-02",4.13046905,2014-04-02,75
"04-03",0.67875215,2014-04-03,75
"04-04",0.00582055,2014-04-04,75
"04-05",0.25658275,2014-04-05,75
"04-06",0.77627255,2014-04-06,75
"04-07",0.0050744,2014-04-07,75
"04-08",0,2014-04-08,75
"04-09",0,2014-04-09,75
"04-10",0,2014-04-10,75
"04-11",1.16789385,2014-04-11,75
"04-12",0.80328355,2014-04-12,75
"04-13",0.08569025,2014-04-13,75
"04-14",0,2014-04-14,75
"04-15",1.1403845,2014-04-15,75
"04-16",2.8356269,2014-04-16,75
"04-17",4.00106335,2014-04-17,75
"04-18",4.2932199,2014-04-18,75
"04-19",0.3106911,2014-04-19,75
"04-20",0,2014-04-20,75
"04-21",0.04185735,2014-04-21,75
"04-22",0,2014-04-22,75
"04-23",0,2014-04-23,75
"04-24",1.24073885,2014-04-24,75
"04-25",0.00239255,2014-04-25,75
"04-26",0,2014-04-26,75
"04-27",0.0002683,2014-04-27,75
"04-28",0,2014-04-28,75
"04-29",0.0962848,2014-04-29,75
"04-30",0.3704098,2014-04-30,75
"05-01",0.21476755,2014-05-01,75
"05-02",0.763734,2014-05-02,75
"05-03",0.01370895,2014-05-03,75
"05-04",1.1624652,2014-05-04,75
"05-05",0.16473235,2014-05-05,75
"05-06",0,2014-05-06,75
"05-07",0.00233405,2014-05-07,75
"05-08",0.0755304,2014-05-08,75
"05-09",0,2014-05-09,75
"05-10",0.17491775,2014-05-10,75
"05-11",2.503394,2014-05-11,75
"05-12",2.2801456,2014-05-12,75
"05-13",3.4479086,2014-05-13,75
"05-14",0.8674094,2014-05-14,75
"05-15",0.02261545,2014-05-15,75
"05-16",0.99519115,2014-05-16,75
"05-17",0.83118735,2014-05-17,75
"05-18",0,2014-05-18,75
"05-19",0.00223535,2014-05-19,75
"05-20",0.0363384,2014-05-20,75
"05-21",0,2014-05-21,75
"05-22",0.04398375,2014-05-22,75
"05-23",0.30637315,2014-05-23,75
"05-24",0.00195515,2014-05-24,75
"05-25",0,2014-05-25,75
"05-26",0,2014-05-26,75
"05-27",0,2014-05-27,75
"05-28",1.07692625,2014-05-28,75
"05-29",0.05170785,2014-05-29,75
"05-30",0.0899354,2014-05-30,75
"05-31",0.01568425,2014-05-31,75
"06-01",1.45785125,2014-06-01,75
"06-02",0,2014-06-02,75
"06-03",0.0792483,2014-06-03,75
"06-04",0,2014-06-04,75
"06-05",0,2014-06-05,75
"06-06",0,2014-06-06,75
"06-07",0,2014-06-07,75
"06-08",0.0048394,2014-06-08,75
"06-09",0.18545175,2014-06-09,75
"06-10",3.2596944,2014-06-10,75
"06-11",0.1632653,2014-06-11,75
"06-12",1.62524025,2014-06-12,75
"06-13",0,2014-06-13,75
"06-14",0.0052079,2014-06-14,75
"06-15",1.0235204,2014-06-15,75
"06-16",0.1398881,2014-06-16,75
"06-17",0.57192055,2014-06-17,75
"06-18",0.0269671,2014-06-18,75
"06-19",0.0114137,2014-06-19,75
"06-20",1.34034875,2014-06-20,75
"06-21",4.72446075,2014-06-21,75
"06-22",0,2014-06-22,75
"06-23",2.78271555,2014-06-23,75
"06-24",2.1876805,2014-06-24,75
"06-25",0,2014-06-25,75
"06-26",0.5116114,2014-06-26,75
"06-27",0,2014-06-27,75
"06-28",0.3330316,2014-06-28,75
"06-29",2.2531988,2014-06-29,75
"06-30",6.9223105,2014-06-30,75
"07-01",0.42147795,2014-07-01,75
"07-02",4.38888565,2014-07-02,75
"07-03",0.55150635,2014-07-03,75
"07-04",0,2014-07-04,75
"07-05",0,2014-07-05,75
"07-06",10.8858197,2014-07-06,75
"07-07",6.6025262,2014-07-07,75
"07-08",0,2014-07-08,75
"07-09",1.25101385,2014-07-09,75
"07-10",9.46667345,2014-07-10,75
"07-11",0.05775545,2014-07-11,75
"07-12",0.1853476,2014-07-12,75
"07-13",0.08158205,2014-07-13,75
"07-14",0.01697825,2014-07-14,75
"07-15",0,2014-07-15,75
"07-16",15.0934474,2014-07-16,75
"07-17",3.6623525,2014-07-17,75
"07-18",4.68568135,2014-07-18,75
"07-19",1.34092135,2014-07-19,75
"07-20",7.7377613,2014-07-20,75
"07-21",1.5631533,2014-07-21,75
"07-22",5.65678765,2014-07-22,75
"07-23",9.5765255,2014-07-23,75
"07-24",16.19342105,2014-07-24,75
"07-25",2.0368271,2014-07-25,75
"07-26",6.7229549,2014-07-26,75
"07-27",6.2835804,2014-07-27,75
"07-28",4.6433473,2014-07-28,75
"07-29",13.63108895,2014-07-29,75
"07-30",0.8562255,2014-07-30,75
"07-31",1.1960067,2014-07-31,75
"08-01",2.8551081,2014-08-01,75
"08-02",5.06568655,2014-08-02,75
"08-03",1.2881873,2014-08-03,75
"08-04",2.3405258,2014-08-04,75
"08-05",3.5050868,2014-08-05,75
"08-06",1.82450155,2014-08-06,75
"08-07",2.73516925,2014-08-07,75
"08-08",0.72417435,2014-08-08,75
"08-09",5.16784095,2014-08-09,75
"08-10",0.77355885,2014-08-10,75
"08-11",10.0386058,2014-08-11,75
"08-12",0.410701,2014-08-12,75
"08-13",0.95552505,2014-08-13,75
"08-14",0.69210995,2014-08-14,75
"08-15",9.95758005,2014-08-15,75
"08-16",2.822113,2014-08-16,75
"08-17",0,2014-08-17,75
"08-18",2.20612255,2014-08-18,75
"08-19",0,2014-08-19,75
"08-20",0.47613605,2014-08-20,75
"08-21",3.0832283,2014-08-21,75
"08-22",0.00582995,2014-08-22,75
"08-23",3.0469848,2014-08-23,75
"08-24",0,2014-08-24,75
"08-25",2.242675,2014-08-25,75
"08-26",0.04687075,2014-08-26,75
"08-27",1.61395105,2014-08-27,75
"08-28",1.217597,2014-08-28,75
"08-29",0,2014-08-29,75
"08-30",0,2014-08-30,75
"08-31",0,2014-08-31,75
"09-01",5.2456054,2014-09-01,75
"09-02",1.73243725,2014-09-02,75
"09-03",11.93951215,2014-09-03,75
"09-04",30.1530522,2014-09-04,75
"09-05",24.52932775,2014-09-05,75
"09-06",0.75971965,2014-09-06,75
"09-07",0.25819855,2014-09-07,75
"09-08",0.0055182,2014-09-08,75
"09-09",0.38580045,2014-09-09,75
"09-10",0,2014-09-10,75
"09-11",0.0172264,2014-09-11,75
"09-12",1.17481775,2014-09-12,75
"09-13",0.109233,2014-09-13,75
"09-14",6.4710889,2014-09-14,75
"09-15",0.77970455,2014-09-15,75
"09-16",0.11883475,2014-09-16,75
"09-17",0,2014-09-17,75
"09-18",0.0036803,2014-09-18,75
"09-19",0.0644582,2014-09-19,75
"09-20",2.9477814,2014-09-20,75
"09-21",5.613993,2014-09-21,75
"09-22",16.3277733,2014-09-22,75
"09-23",0,2014-09-23,75
"09-24",0.0317085,2014-09-24,75
"09-25",0.01063805,2014-09-25,75
"09-26",0.1915588,2014-09-26,75
"09-27",1.7929127,2014-09-27,75
"09-28",0.00145465,2014-09-28,75
"09-29",0.0069612,2014-09-29,75
"09-30",0.04714625,2014-09-30,75
"10-01",0.0499978,2014-10-01,75
"10-02",0.01205275,2014-10-02,75
"10-03",0,2014-10-03,75
"10-04",0,2014-10-04,75
"10-05",0,2014-10-05,75
"10-06",6.2e-05,2014-10-06,75
"10-07",0.18146985,2014-10-07,75
"10-08",0.00885025,2014-10-08,75
"10-09",0,2014-10-09,75
"10-10",0,2014-10-10,75
"10-11",0,2014-10-11,75
"10-12",0,2014-10-12,75
"10-13",0.00374295,2014-10-13,75
"10-14",0.9152591,2014-10-14,75
"10-15",0,2014-10-15,75
"10-16",0,2014-10-16,75
"10-17",0,2014-10-17,75
"10-18",0.00444245,2014-10-18,75
"10-19",0,2014-10-19,75
"10-20",0,2014-10-20,75
"10-21",0.0005211,2014-10-21,75
"10-22",0.00618675,2014-10-22,75
"10-23",0.00400655,2014-10-23,75
"10-24",0.78668955,2014-10-24,75
"10-25",2.07656385,2014-10-25,75
"10-26",0.00431785,2014-10-26,75
"10-27",0,2014-10-27,75
"10-28",0.9500004,2014-10-28,75
"10-29",0,2014-10-29,75
"10-30",0,2014-10-30,75
"10-31",0,2014-10-31,75
"11-01",0,2014-11-01,75
"11-02",0,2014-11-02,75
"11-03",0.0099804,2014-11-03,75
"11-04",0,2014-11-04,75
"11-05",0.01198315,2014-11-05,75
"11-06",0.03141325,2014-11-06,75
"11-07",0.0691521,2014-11-07,75
"11-08",0.0952462,2014-11-08,75
"11-09",0.01459395,2014-11-09,75
"11-10",0,2014-11-10,75
"11-11",0.02175785,2014-11-11,75
"11-12",0,2014-11-12,75
"11-13",0.00138405,2014-11-13,75
"11-14",0,2014-11-14,75
"11-15",0,2014-11-15,75
"11-16",0,2014-11-16,75
"11-17",0,2014-11-17,75
"11-18",0,2014-11-18,75
"11-19",0,2014-11-19,75
"11-20",0.00772485,2014-11-20,75
"11-21",0,2014-11-21,75
"11-22",0,2014-11-22,75
"11-23",0,2014-11-23,75
"11-24",0,2014-11-24,75
"11-25",0,2014-11-25,75
"11-26",0,2014-11-26,75
"11-27",0,2014-11-27,75
"11-28",0,2014-11-28,75
"11-29",0.0032795,2014-11-29,75
"11-30",0,2014-11-30,75
"12-01",0,2014-12-01,75
"12-02",0,2014-12-02,75
"12-03",0.0238835,2014-12-03,75
"12-04",0,2014-12-04,75
"12-05",0,2014-12-05,75
"12-06",0.024457,2014-12-06,75
"12-07",0.0171407,2014-12-07,75
"12-08",0.1872447,2014-12-08,75
"12-09",0.23145345,2014-12-09,75
"12-10",0.1343417,2014-12-10,75
"12-11",0.098029,2014-12-11,75
"12-12",0.01688825,2014-12-12,75
"12-13",0.00568885,2014-12-13,75
"12-14",0,2014-12-14,75
"12-15",0,2014-12-15,75
"12-16",0.06520935,2014-12-16,75
"12-17",0.00256685,2014-12-17,75
"12-18",0,2014-12-18,75
"12-19",0,2014-12-19,75
"12-20",0.04200715,2014-12-20,75
"12-21",0.01213425,2014-12-21,75
"12-22",0.24749425,2014-12-22,75
"12-23",0.00280625,2014-12-23,75
"12-24",0.0050343,2014-12-24,75
"12-25",0.02594755,2014-12-25,75
"12-26",0,2014-12-26,75
"12-27",0.0016374,2014-12-27,75
"12-28",0.003095,2014-12-28,75
"12-29",0.06963765,2014-12-29,75
"12-30",0,2014-12-30,75
"12-31",0.52903645,2014-12-31,75
