"daymonth_id","rainfall","day","time_series_id"
"01-01",0,1999-01-01,48
"01-02",1.20235825,1999-01-02,48
"01-03",0.005478,1999-01-03,48
"01-04",0.06141985,1999-01-04,48
"01-05",0.5963246,1999-01-05,48
"01-06",0.3968908,1999-01-06,48
"01-07",0.85172405,1999-01-07,48
"01-08",0.82727105,1999-01-08,48
"01-09",0.1758477,1999-01-09,48
"01-10",0.54827025,1999-01-10,48
"01-11",0.4463699,1999-01-11,48
"01-12",0.1141443,1999-01-12,48
"01-13",0,1999-01-13,48
"01-14",0,1999-01-14,48
"01-15",0,1999-01-15,48
"01-16",0,1999-01-16,48
"01-17",0.12525695,1999-01-17,48
"01-18",0.0005743,1999-01-18,48
"01-19",1.6758492,1999-01-19,48
"01-20",0.20516235,1999-01-20,48
"01-21",0.0086677,1999-01-21,48
"01-22",0,1999-01-22,48
"01-23",0.01570505,1999-01-23,48
"01-24",0,1999-01-24,48
"01-25",0.040178,1999-01-25,48
"01-26",0,1999-01-26,48
"01-27",0.19295165,1999-01-27,48
"01-28",0.10632515,1999-01-28,48
"01-29",0,1999-01-29,48
"01-30",0,1999-01-30,48
"01-31",0,1999-01-31,48
"02-01",0,1999-02-01,48
"02-02",0.02120815,1999-02-02,48
"02-03",0,1999-02-03,48
"02-04",0.4308441,1999-02-04,48
"02-05",0.14519285,1999-02-05,48
"02-06",0.48194245,1999-02-06,48
"02-07",0.10277405,1999-02-07,48
"02-08",0,1999-02-08,48
"02-09",0.1750386,1999-02-09,48
"02-10",0.59274005,1999-02-10,48
"02-11",0.0160872,1999-02-11,48
"02-12",0,1999-02-12,48
"02-13",0,1999-02-13,48
"02-14",0.07606455,1999-02-14,48
"02-15",1.350401,1999-02-15,48
"02-16",0.8387404,1999-02-16,48
"02-17",0,1999-02-17,48
"02-18",0,1999-02-18,48
"02-19",0.05274545,1999-02-19,48
"02-20",0,1999-02-20,48
"02-21",0.5345511,1999-02-21,48
"02-22",0.05812935,1999-02-22,48
"02-23",0.44884055,1999-02-23,48
"02-24",0.20933755,1999-02-24,48
"02-25",0.24620415,1999-02-25,48
"02-26",0,1999-02-26,48
"02-27",0,1999-02-27,48
"02-28",0,1999-02-28,48
"02-29",0,1999-03-01,48
"03-01",0,1999-03-02,48
"03-02",0,1999-03-03,48
"03-03",0.0724614,1999-03-04,48
"03-04",0.0991932,1999-03-05,48
"03-05",0.31134005,1999-03-06,48
"03-06",0.422029,1999-03-07,48
"03-07",0.02055415,1999-03-08,48
"03-08",0.00254345,1999-03-09,48
"03-09",0.10610005,1999-03-10,48
"03-10",0,1999-03-11,48
"03-11",0,1999-03-12,48
"03-12",0,1999-03-13,48
"03-13",0,1999-03-14,48
"03-14",0,1999-03-15,48
"03-15",0,1999-03-16,48
"03-16",0,1999-03-17,48
"03-17",0,1999-03-18,48
"03-18",0,1999-03-19,48
"03-19",0,1999-03-20,48
"03-20",0.0038928,1999-03-21,48
"03-21",0.00280425,1999-03-22,48
"03-22",0.158218,1999-03-23,48
"03-23",0.0076627,1999-03-24,48
"03-24",0.03581395,1999-03-25,48
"03-25",0.05203925,1999-03-26,48
"03-26",0,1999-03-27,48
"03-27",0,1999-03-28,48
"03-28",0,1999-03-29,48
"03-29",0.01704955,1999-03-30,48
"03-30",0.06192835,1999-03-31,48
"03-31",0.00837485,1999-04-01,48
"04-01",0,1999-04-02,48
"04-02",0,1999-04-03,48
"04-03",0,1999-04-04,48
"04-04",9.2e-05,1999-04-05,48
"04-05",9.2e-05,1999-04-06,48
"04-06",0,1999-04-07,48
"04-07",0,1999-04-08,48
"04-08",0,1999-04-09,48
"04-09",0,1999-04-10,48
"04-10",0,1999-04-11,48
"04-11",0,1999-04-12,48
"04-12",0,1999-04-13,48
"04-13",0.0460296,1999-04-14,48
"04-14",0.02193195,1999-04-15,48
"04-15",0.0036918,1999-04-16,48
"04-16",0,1999-04-17,48
"04-17",0,1999-04-18,48
"04-18",0.01410695,1999-04-19,48
"04-19",0.2295901,1999-04-20,48
"04-20",0.3225591,1999-04-21,48
"04-21",0.34379505,1999-04-22,48
"04-22",0.2412011,1999-04-23,48
"04-23",0,1999-04-24,48
"04-24",0.0962033,1999-04-25,48
"04-25",0.0962033,1999-04-26,48
"04-26",0,1999-04-27,48
"04-27",0,1999-04-28,48
"04-28",0,1999-04-29,48
"04-29",0.0697236,1999-04-30,48
"04-30",0.0697236,1999-05-01,48
"05-01",0,1999-05-02,48
"05-02",0,1999-05-03,48
"05-03",0.0160375,1999-05-04,48
"05-04",0.0307231,1999-05-05,48
"05-05",0,1999-05-06,48
"05-06",0.1170333,1999-05-07,48
"05-07",0.02823355,1999-05-08,48
"05-08",0,1999-05-09,48
"05-09",0.00075405,1999-05-10,48
"05-10",0.00075405,1999-05-11,48
"05-11",0,1999-05-12,48
"05-12",0.0368192,1999-05-13,48
"05-13",0,1999-05-14,48
"05-14",0,1999-05-15,48
"05-15",0,1999-05-16,48
"05-16",0,1999-05-17,48
"05-17",0,1999-05-18,48
"05-18",0,1999-05-19,48
"05-19",0,1999-05-20,48
"05-20",0.1474286,1999-05-21,48
"05-21",0.9913763,1999-05-22,48
"05-22",1.74396065,1999-05-23,48
"05-23",0,1999-05-24,48
"05-24",0,1999-05-25,48
"05-25",0.00088755,1999-05-26,48
"05-26",0,1999-05-27,48
"05-27",0,1999-05-28,48
"05-28",0,1999-05-29,48
"05-29",0,1999-05-30,48
"05-30",0,1999-05-31,48
"05-31",0.0001016,1999-06-01,48
"06-01",0,1999-06-02,48
"06-02",0.6619196,1999-06-03,48
"06-03",0.0043851,1999-06-04,48
"06-04",2.60679145,1999-06-05,48
