ISO,cell,elevation,population_density,EVI,cattle,goat,sheep,irrigation,LC_210,LC_160,LC_170,LC_130,LC_200,LC_150,LC_190,LC_120,LC_153,LC_202,LC_100,LC_152,LC_30,LC_40,LC_201,LC_60,LC_20,LC_180,LC_110,LC_10,LC_62,LC_61,LC_70,LC_11,LC_122,LC_50,LC_90,annual_mean_temperature,mean_temperature_warmest_quarter,mean_temperature_coldest_quarter,annual_precipitation,precipitation_wettest_month,precipitation_driest_month,precipitation_seasonality_cv,precipitation_wettest_quarter,precipitation_driest_quarter,precipitation_warmest_quarter,precipitation_coldest_quarter,mean_diurnal_range,isothermality,temperature_seasonality,max_temperature_warmest_month,max_temperature_coldest_month,temperature_annual_range,mean_temperature_wettest_quarter,worldclim_9,nrow,ncol,lon,lat
SOM,515,244,794.4477403,794.4477403,92.6400162,92.6400162,92.6400162,0,0,0,0,0.011574074,0,0,0,0.941358025,0,0,0.00308642,0.036265432,0,0,0,0,0,0,0,0.007716049,0,0,0,0,0,0,0,23.7354167,26.09999996,21.2918981,63.75,20.29166667,1.256944444,84.80598895,32.375,5.618055556,5.847222222,14.03472222,9.214120315,60.1753104,201.0897977,31.48611106,16.17361119,15.31249987,21.39097236,26.05300928,136,104,50.83208318,11.54125015
SOM,516,183,997.6284068,997.6284068,76.41512041,76.41512041,76.41512041,0,0,0,0,0.009259259,0,0,0.000771605,0.958333333,0,0,0.010030864,0.021604938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.81229749,26.10543974,21.49351856,63.9375,21.82638889,1.006944444,90.96360323,34.84722222,4.631944444,4.631944444,15,9.261284722,60.94424118,191.3314232,31.54722212,16.35069438,15.19652774,21.62604154,26.10543974,136,104,50.93208318,11.54125015
SOM,517,159,1270.848973,1270.848973,63.51285846,63.51285846,63.51285846,0,0,0,0,0.160493827,0.00617284,0.038580247,0.006944444,0.586419753,0.00617284,0,0,0.195216049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.43822334,26.52523149,22.37210651,60.51388889,22.33333333,0.743055556,100.1323886,36,3.222222222,3.354166667,15.48611111,9.273205962,62.60769643,170.6997275,32.01944436,17.20694441,14.81249995,22.55798617,26.47465274,136,104,51.03208318,11.54125015
SOM,518,137,1568.334056,1568.334056,55.67338085,55.67338085,55.67338085,0,0.004287245,0,0,0.666666667,0.087888532,0.031082529,0,0.101822079,0.01607717,0.036441586,0,0.055734191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.72366205,27.55183479,23.89816517,46.09174312,19.91743119,0.165137615,116.3315656,31.70642202,0.862385321,1.174311927,12.98165138,9.045336373,64.06272363,149.9036106,32.94036704,18.82018355,14.12018349,24.12125393,27.45749232,136,104,51.13208318,11.54125015
SOM,543,-2,1354.361587,1354.361587,0,0,0,,0.002475248,0,0,0.044554455,0.923267327,0.02970297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.92072643,35.34102572,25.39786329,127.7948718,20.35897436,0,52.81693415,54.1025641,10.79487179,10.79487179,39.12820513,7.720940003,40.34738687,406.2440412,40.89487183,21.76153843,19.1333334,27.25683736,35.20170955,136,104,43.23208318,11.44125015
SOM,608,-268,1173.953284,1173.953284,64.72779046,64.72779046,64.72779046,0,0.009823183,0,0,0.10805501,0.090373281,0.002946955,0,0.690569745,0,0,0,0,0.001964637,0.019646365,0.034381139,0.006876228,0.027504912,0,0,0,0.007858546,0,0,0,0,0,0,26.70916661,30.93242422,23.07878798,24.79090909,7.618181818,0.190909091,70.511129,11.72727273,1.645454545,1.663636364,3.290909091,9.452575805,50.27564885,331.0494676,36.08636374,17.28181823,18.80454552,26.19045457,30.7778788,136,104,49.73208318,11.44125015
SOM,609,-83,1516.394848,1516.394848,68.83800394,68.83800394,68.83800394,0,0.003076923,0,0,0.007179487,0.127179487,0.062564103,0,0.645128205,0,0.002051282,0,0.007179487,0,0,0.013333333,0.045128205,0.070769231,0.003076923,0,0,0.013333333,0,0,0,0,0,0,25.11340766,28.86237617,21.70280519,46.4950495,11.24752475,0.95049505,64.7216937,20.75247525,4.633663366,5.851485149,6.96039604,9.64694719,53.03806278,302.7628561,34.16930707,15.96831685,18.20099024,25.05610566,26.58861381,136,104,49.83208318,11.44125015
SOM,610,213,2279.219859,2279.219859,26.90815775,26.90815775,26.90815775,0,0,0,0,0.021857923,0.321623731,0.414519906,0,0.192818111,0,0.00156128,0,0.045277127,0,0,0,0,0,0,0.00234192,0,0,0,0,0,0,0,0,27.95726956,31.95579193,24.56985819,15.61702128,5.113475177,0,77.46339438,7.595744681,0.021276596,0.021276596,2.120567376,9.931087399,52.59694902,311.1174072,37.45319136,18.57234047,18.88085089,26.59680844,31.91855792,136,104,49.93208318,11.44125015
SOM,611,229,1854.576958,1854.576958,24.21446416,24.21446416,24.21446416,0,0,0,0,0.026234568,0.453703704,0.36882716,0,0.136574074,0,0,0,0.013888889,0,0,0,0,0,0,0.000771605,0,0,0,0,0,0,0,0,27.4346354,31.22291659,24.15196764,18.47222222,5.673611111,0,78.3935043,8.777777778,0.277777778,0.277777778,2.611111111,9.978182799,53.59800151,297.628624,36.83680561,18.2215278,18.61527781,25.64537032,31.20289347,136,104,50.03208318,11.44125015
SOM,612,244,1200.603011,1200.603011,20.48294631,20.48294631,20.48294631,0,0,0,0,0.018518519,0.25617284,0.289351852,0,0.380401235,0.002314815,0,0,0.051697531,0,0,0,0,0,0,0.00154321,0,0,0,0,0,0,0,0,26.68932286,30.21377317,23.54143519,23.88194444,6.784722222,0.0625,75.98196655,10.92361111,0.833333333,0.833333333,4.041666667,10.03987266,54.85370806,281.144679,35.94236104,17.63958332,18.30277771,24.99363418,30.21377317,136,104,50.13208318,11.44125015
SOM,613,266.5,966.148438,966.148438,20.72243336,20.72243336,20.72243336,0,0,0,0,0.010802469,0.00617284,0.386574074,0,0.43904321,0,0,0,0.157407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.24033572,29.51608805,23.22060184,28.1875,8.083333333,0.048611111,73.91111252,12.47916667,1.340277778,1.340277778,4.951388889,10.16006943,56.18749136,265.8636405,35.36458341,17.28194447,18.08263894,24.312037,29.51180563,136,104,50.23208318,11.44125015
SOM,614,290,1127.515177,1127.515177,37.54408072,37.54408072,37.54408072,0,0,0,0,0.022376543,0.016975309,0.240740741,0,0.398919753,0.00154321,0,0.00154321,0.317901235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.18032406,29.26643519,23.28981484,28.84722222,9.027777778,0.006944444,77.80638165,13.83333333,1.138888889,1.138888889,5.104166667,10.09675928,57.00888276,252.6319334,35.10208339,17.3909723,17.7111111,24.13252306,29.26284722,136,104,50.33208318,11.44125015
SOM,615,305,709.4807711,709.4807711,63.59945667,63.59945667,63.59945667,0,0,0,0,0.010802469,0.002314815,0.06712963,0,0.802469136,0.00154321,0,0.00154321,0.114197531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.38252321,28.21527774,22.64664343,37.56944444,11.20833333,0.465277778,76.55225568,17.52083333,2.527777778,2.555555556,6.743055556,9.885879649,58.05269228,235.9559139,33.90069446,16.87013885,17.03055562,23.54004643,28.21284718,136,104,50.43208318,11.44125015
SOM,616,289,540.0125217,540.0125217,56.7080486,56.7080486,56.7080486,0,0,0,0,0.003858025,0,0.077932099,0,0.773919753,0,0,0.000771605,0.134259259,0,0.00154321,0.00154321,0,0,0,0.00617284,0,0,0,0,0,0,0,0,23.92662034,26.48425925,21.32638876,55.10416667,14.61805556,1.423611111,71.50778977,23.04166667,5.944444444,6.423611111,9.375,9.582060211,59.07416081,219.4971287,31.97916671,15.75763882,16.22152783,22.45879612,26.32280086,136,104,50.53208318,11.44125015
SOM,617,274,501.7854078,501.7854078,67.01334605,67.01334605,67.01334605,0,0,0,0,0.007716049,0,0.006944444,0,0.966820988,0,0,0.00308642,0.015432099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.78990155,25.21261581,20.26435183,70.49305556,17.58333333,1.861111111,67.13744434,27.9375,8.361111111,9.416666667,12.16666667,9.471354167,60.07736497,209.1620727,30.57361109,14.80763889,15.7659722,21.45023145,25.10127317,136,104,50.63208318,11.44125015
SOM,618,297.5,848.6573386,848.6573386,140.3783224,140.3783224,140.3783224,0,0,0,0,0,0,0,0.002314815,0.994598765,0,0,0.00154321,0,0,0,0.00154321,0,0,0,0,0,0,0,0,0,0,0,0,22.16414934,24.50914348,19.69039346,81.05555556,19.9375,2.25,65.88498492,31.79861111,9.944444444,11,14.50694444,9.519270804,61.18651655,202.2888683,29.85277789,14.29444443,15.55833346,20.52708324,24.33344909,136,104,50.73208318,11.44125015
SOM,619,183,947.4295981,947.4295981,144.4598752,144.4598752,144.4598752,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.56397568,24.86921296,20.14976851,78.49305556,21.49305556,2.055555556,72.95470619,34.27083333,8.909722222,9.319444444,15.375,9.360243056,61.44062996,197.1826782,30.15625003,14.92152779,15.23472224,20.4824074,24.77048608,136,104,50.83208318,11.44125015
SOM,620,61,1060.143534,1060.143534,65.93675598,65.93675598,65.93675598,0,0,0,0,0,0,0,0.029320988,0.965277778,0,0,0.002314815,0.00308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.21244219,25.48807869,20.87430554,72.71527778,22.65972222,1.368055556,83.46423615,36.04166667,6.763888889,6.770833333,15.67361111,9.323032406,61.5319914,191.5475644,30.86666665,15.7152778,15.15138885,20.9960648,25.48622684,136,104,50.93208318,11.44125015
SOM,621,30,1500.059497,1500.059497,59.25938024,59.25938024,59.25938024,0,0,0,0,0.339506173,0.006944444,0.030092593,0.00617284,0.509259259,0.00308642,0,0.00154321,0.100308642,0,0,0.00308642,0,0,0,0,0,0,0,0,0,0,0,0,25.0302084,27.08726847,22.97256935,55.65972222,20.90972222,0.486111111,103.0738565,33.8125,2.548611111,2.888888889,14.48611111,9.494907379,63.18537447,169.4189847,32.79444424,17.76736109,15.02708315,23.16145839,26.95706007,136,104,51.03208318,11.44125015
SOM,622,-10,868.658442,868.658442,0,0,0,0,0.015873016,0,0,0.735449735,0.084656085,0.017636684,0.005291005,0.038800705,0.003527337,0.024691358,0.028218695,0.045855379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.09701484,27.95820897,24.23980098,41.97014925,18.67164179,0,116.1401376,29.31343284,0.23880597,0.925373134,11.64179104,9.480348188,64.6006525,152.6952674,33.71194042,19.03731332,14.6746271,24.45646761,27.67885573,136,104,51.13208318,11.44125015
SOM,647,30.5,712.9794221,712.9794221,304.2733276,304.2733276,304.2733276,0.156080693,0,0,0,0,0.994097808,0.002529511,0,0,0,0,0,0,0,0,0.003372681,0,0,0,0,0,0,0,0,0,0,0,0,29.68626313,35.13802063,25.03867199,141.5546875,21.1796875,0.7578125,49.44987947,57.78125,13.7890625,14.40625,42.3359375,8.083072953,41.56326401,412.6217015,40.69531244,21.24843748,19.44687496,27.03658843,33.98854178,136,104,43.23208318,11.34125015
