ISO,cell,elevation,population_density,EVI,cattle,goat,sheep,irrigation,LC_210,LC_160,LC_170,LC_130,LC_200,LC_150,LC_190,LC_120,LC_153,LC_202,LC_100,LC_152,LC_30,LC_40,LC_201,LC_60,LC_20,LC_180,LC_110,LC_10,LC_62,LC_61,LC_70,LC_11,LC_122,LC_50,LC_90,annual_mean_temperature,mean_temperature_warmest_quarter,mean_temperature_coldest_quarter,annual_precipitation,precipitation_wettest_month,precipitation_driest_month,precipitation_seasonality_cv,precipitation_wettest_quarter,precipitation_driest_quarter,precipitation_warmest_quarter,precipitation_coldest_quarter,mean_diurnal_range,isothermality,temperature_seasonality,max_temperature_warmest_month,max_temperature_coldest_month,temperature_annual_range,mean_temperature_wettest_quarter,worldclim_9,nrow,ncol,lon,lat
SOM,2979,731,376.6553349,376.6553349,126.2666629,126.2666629,126.2666629,0,0,0,0,0,0.154320988,0.264660494,0,0.18287037,0.026234568,0,0.155092593,0.203703704,0,0.005401235,0,0,0,0,0.00308642,0.003858025,0,0,0,0.000771605,0,0,0,25.29809026,27.07777785,22.81770845,118.5277778,41.22222222,0.076388889,115.7999234,63.82638889,3,17.46527778,8.993055556,11.5979167,68.60912948,187.3139108,33.03124992,16.12777805,16.90347187,26.65243059,22.83391209,136,104,47.63208318,9.141250154
SOM,2980,731,246.2988672,246.2988672,127.2930381,127.2930381,127.2930381,0,0,0,0,0,0.124228395,0.232253086,0,0.12345679,0.006944444,0,0.099537037,0.408950617,0.00154321,0,0,0,0,0,0.00154321,0.00154321,0,0,0,0,0,0,0,24.92129625,26.65335655,22.44918982,123.7083333,42.55555556,0.631944444,114.930206,66.5,3.076388889,18.91666667,8.916666667,11.5362268,68.31653643,185.8207566,32.63819448,15.7534722,16.88472223,26.32442109,22.47106486,136,104,47.73208318,9.141250154
SOM,2981,747,230.6300544,230.6300544,138.7217544,138.7217544,138.7217544,0,0,0,0,0,0.030864198,0.337962963,0,0.108796296,0.00154321,0,0.351080247,0.168981481,0,0,0,0,0,0,0.000771605,0,0,0,0,0,0,0,0,24.82265625,26.51724536,22.36354156,127.1805556,43.05555556,0.743055556,113.565361,68.50694444,3.236111111,19.20138889,8.923611111,11.72517354,68.64601999,184.6266834,32.64444447,15.56388891,17.08055553,26.22534728,22.38680561,136,104,47.83208318,9.141250154
SOM,2982,762,274.711422,274.711422,130.0055452,130.0055452,130.0055452,0,0,0,0,0,0.006944444,0.384259259,0,0.007716049,0.002314815,0,0.49382716,0.103395062,0,0,0,0,0,0.00154321,0,0,0,0,0,0,0,0,0,24.90436918,26.57291649,22.47083324,126.4236111,42.59027778,0.555555556,113.6009532,68.35416667,3.368055556,18.47222222,8.9375,11.68964108,68.52736786,182.3193463,32.75902772,15.70069446,17.0583333,26.30208321,22.49502318,136,104,47.93208318,9.141250154
SOM,2983,716,307.3945876,307.3945876,132.0099537,132.0099537,132.0099537,0,0,0,0,0,0.000771605,0.206790123,0,0.00462963,0.002314815,0,0.691358025,0.086419753,0,0.003858025,0,0,0,0.003858025,0,0,0,0,0,0,0,0,0,24.75891209,26.40196763,22.32407411,128.5277778,42.66666667,0.666666667,112.4842607,69.59027778,3.638888889,18.25,9.166666667,11.461574,67.96763632,182.0852892,32.56041662,15.69722227,16.86319433,26.10937503,22.3468751,136,104,48.03208318,9.141250154
SOM,2984,671,298.6068155,298.6068155,123.9479663,123.9479663,123.9479663,0,0,0,0,0,0.087191358,0.302469136,0,0.038580247,0.00308642,0,0.336419753,0.232253086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.05104155,26.71712956,22.57962966,123.8819444,40.95138889,0.319444444,112.9087074,67.1875,3.534722222,16.27083333,8.416666667,11.37847216,67.61724159,185.2096907,32.83124977,16.00347227,16.82777758,26.1775462,22.59166666,136,104,48.13208318,9.141250154
SOM,2985,602,352.7275276,352.7275276,142.6628746,142.6628746,142.6628746,0,0,0,0,0,0.18904321,0.341049383,0,0.042438272,0.009259259,0,0.037808642,0.380401235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.36929974,27.02164344,22.89247701,117.0694444,39.13888889,0.006944444,115.1593607,64.22916667,3.1875,13.74305556,6.138888889,11.27274295,67.2717834,185.4575835,33.15902744,16.40208326,16.75694418,26.3327546,22.89351874,136,104,48.23208318,9.141250154
SOM,2986,579,642.7927547,642.7927547,144.2241633,144.2241633,144.2241633,0,0,0,0,0,0.369598765,0.56095679,0,0,0.00154321,0,0.00154321,0.066358025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.54065389,27.16481475,23.05462979,111.8541667,37.25,0,115.8599939,61.77777778,2.979166667,11.84027778,6.020833333,11.00584486,66.57173914,185.3147329,33.27847211,16.74652788,16.53194422,26.49386568,23.05532425,136,104,48.33208318,9.141250154
SOM,2987,579,1094.826946,1094.826946,215.4456069,215.4456069,215.4456069,0,0,0,0,0,0.195987654,0.769290123,0.00154321,0,0,0,0,0.024691358,0,0.00154321,0,0,0,0.00308642,0.003858025,0,0,0,0,0,0,0,0,25.62060184,27.20370336,23.13391194,109.8333333,36.61805556,0,117.9002342,61.47222222,1.902777778,10.89583333,6.111111111,10.76736097,66.22148874,184.7379245,33.26250018,17.00277781,16.25972237,26.52673606,23.13634249,136,104,48.43208318,9.141250154
SOM,2988,625,566.6306427,566.6306427,143.9833107,143.9833107,143.9833107,0,0,0,0,0,0.380401235,0.537037037,0,0.005401235,0,0,0.002314815,0.074074074,0,0,0,0,0,0,0.000771605,0,0,0,0,0,0,0,0,25.61576953,27.1565971,23.13587952,110.3125,36.4375,0,119.1721103,62.38194444,1.138888889,30.38194444,2.819444444,10.60503455,66.25864299,183.5305266,33.1381944,17.13263908,16.00555533,26.54803254,23.13645821,136,104,48.53208318,9.141250154
SOM,2989,671,872.3471968,872.3471968,129.3461894,129.3461894,129.3461894,0,0,0,0,0,0.092592593,0.567901235,0,0.00617284,0.005401235,0,0.00462963,0.317901235,0,0,0,0,0,0,0.005401235,0,0,0,0,0,0,0,0,25.3938368,26.94710633,22.88495371,117.0069444,37.52083333,0,117.2088197,65.74305556,1.930555556,65.11111111,2.201388889,10.38570595,65.82002438,184.9832393,32.79513889,17.0166668,15.77847209,26.36145825,22.88495371,136,104,48.63208318,9.141250154
SOM,2990,716,517.2279844,517.2279844,125.9207343,125.9207343,125.9207343,0,0,0,0,0,0.000771605,0.06404321,0,0.398919753,0.010030864,0,0.074074074,0.44212963,0,0,0,0,0,0,0.010030864,0,0,0,0,0,0,0,0,24.86070601,26.4944446,22.24189821,127.5,39.47222222,0,115.3645187,70.07638889,2.25,64.86111111,2.25,9.776967578,63.74691889,192.5412807,32.07291652,16.73749998,15.33541654,25.8657408,22.24189821,136,104,48.73208318,9.141250154
SOM,2991,747,494.7392709,494.7392709,130.5466398,130.5466398,130.5466398,0,0,0,0,0,0.079475309,0.071759259,0,0.649691358,0,0,0.114969136,0.026234568,0,0,0,0,0,0.00308642,0.054783951,0,0,0,0,0,0,0,0,24.26417825,25.95613424,21.6108797,137.1944444,40.98611111,0,111.8478593,74.78472222,2.9375,74.08333333,2.986111111,9.680902772,63.17689366,195.1701041,31.48333331,16.16111111,15.3222222,25.35567134,21.6108797,136,104,48.83208318,9.141250154
SOM,2992,762,426.2323912,426.2323912,125.9559878,125.9559878,125.9559878,0,0,0,0,0.00154321,0.271604938,0.122685185,0,0.298611111,0,0,0.179012346,0.022376543,0,0,0,0,0,0,0.104166667,0,0,0,0,0,0,0,0,24.37421873,26.09988435,21.69930563,133.8194444,39.88888889,0,114.5052543,74.11805556,2.888888889,73.13194444,2.9375,9.82806715,63.48711628,196.8540535,31.71736096,16.23749998,15.47986098,25.50185182,21.69930563,136,104,48.93208318,9.141250154
SOM,2993,762,339.896121,339.896121,150.5455259,150.5455259,150.5455259,0,0,0,0,0,0.186728395,0.114197531,0,0.369598765,0,0,0.269290123,0.050925926,0,0,0,0,0,0,0.00617284,0.00308642,0,0,0,0,0,0,0,24.60685767,26.3503471,21.91099542,130.5902778,38.40277778,0,115.7745907,72.72222222,2.847222222,71.45833333,2.847222222,9.778877311,63.19481979,198.6963643,32.01041623,16.53611117,15.47430506,25.73576399,21.91099542,136,104,49.03208318,9.141250154
SOM,2994,762,913.9083786,913.9083786,60.63046994,60.63046994,60.63046994,0,0,0,0,0.000771605,0.202932099,0.283179012,0,0.387345679,0,0,0.101851852,0.006944444,0,0,0,0,0,0,0.016975309,0,0,0,0,0,0,0,0,24.92581016,26.67256937,22.21087971,124.8541667,36.34722222,0,116.9399824,69.84722222,2.486111111,67.86805556,2.493055556,9.666782412,62.87699445,200.1744591,32.32777797,16.95347212,15.37430584,26.02800934,22.32222227,136,104,49.13208318,9.141250154
SOM,2995,738.5,1152.553522,1152.553522,66.16257894,66.16257894,66.16257894,0,0,0,0,0.033950617,0.274691358,0.118055556,0,0.178240741,0.018518519,0,0.070216049,0.00617284,0,0,0,0,0,0,0.300154321,0,0,0,0,0,0,0,0,25.28663197,27.05254625,22.53750017,119,34.79861111,0,118.2805168,66.68055556,2.625,64.72916667,2.888888889,9.736111131,63.13620006,202.7603043,32.73888882,17.31805536,15.42083346,26.36562509,24.8652779,136,104,49.23208318,9.141250154
SOM,2996,731,775.4563558,775.4563558,73.38556604,73.38556604,73.38556604,0,0,0,0,0.091049383,0.12345679,0.00617284,0,0.175154321,0.008487654,0,0.124228395,0,0.002314815,0.011574074,0,0,0,0,0.448302469,0.009259259,0,0,0,0,0,0,0,25.5385996,27.31435189,22.76678242,116.4097222,33.4375,0,116.9178215,64.59722222,2.909722222,58.72222222,3.9375,9.829282403,63.56851787,204.4005313,33.04513857,17.5826392,15.46249937,26.57824074,26.92222197,136,104,49.33208318,9.141250154
SOM,2997,731,747.1446764,747.1446764,61.82550494,61.82550494,61.82550494,0,0,0,0,0.026234568,0.110339506,0.071759259,0,0.37654321,0.008487654,0,0.114197531,0,0,0.020061728,0,0,0,0,0.266203704,0.00617284,0,0,0,0,0,0,0,25.66877894,27.48090278,22.89016207,113.2708333,32.54166667,0,117.2638222,63.03472222,2.215277778,38.70833333,4,9.777604136,63.6714704,205.4093486,33.17569402,17.81944402,15.35624999,26.66979176,27.14618042,136,104,49.43208318,9.141250154
SOM,2998,731,937.8842034,937.8842034,65.06412394,65.06412394,65.06412394,0,0,0,0,0.027777778,0.102623457,0.18287037,0,0.520833333,0,0,0.12345679,0.010030864,0.005401235,0.00308642,0,0,0,0,0.020833333,0.00154321,0,0,0,0.00154321,0,0,0,25.76391786,27.64409742,22.96493056,111.2222222,31.70138889,0,116.6798032,61.625,2,33.70138889,4,9.67309018,63.6993928,207.3410214,33.19305515,18.00763892,15.18541623,26.72037041,27.32557874,136,104,49.53208318,9.141250154
SOM,2999,731,775.3779507,775.3779507,64.98592169,64.98592169,64.98592169,0.235914305,0,0,0,0.006944444,0.154320988,0.530092593,0,0.18132716,0,0,0.071759259,0.007716049,0.00308642,0.007716049,0,0,0,0,0.037037037,0,0,0,0,0,0,0,0,25.72384255,27.61388891,22.93553254,110.0763889,31.36805556,0,116.4353177,61.03472222,2,33.36805556,4,9.739235871,64.36834611,206.4572002,33.14166628,18.01111115,15.13055513,26.67592605,27.2994215,136,104,49.63208318,9.141250154
SOM,3000,662.5,600.2368336,600.2368336,62.67765221,62.67765221,62.67765221,0,0,0,0,0.003858025,0.081018519,0.347993827,0,0.212962963,0,0,0.321759259,0.009259259,0,0.002314815,0,0,0,0,0.003858025,0.016975309,0,0,0,0,0,0,0,25.74360538,27.64687532,22.95995389,108.6180556,30.68055556,0,115.9038604,59.75694444,2,32.68055556,4.006944444,9.727603813,64.65023181,206.222471,33.15277765,18.10625041,15.04652724,26.68981512,27.33333324,136,104,49.73208318,9.141250154
SOM,3001,564,526.4997241,526.4997241,60.15180215,60.15180215,60.15180215,0,0,0,0,0.00154321,0.291666667,0.229938272,0,0.19212963,0.00154321,0,0.278549383,0.00154321,0,0,0,0,0,0,0.002314815,0,0,0,0,0.000771605,0,0,0,25.70940397,27.62141205,22.94919015,108.625,30.35416667,0,114.3939574,59.23611111,1.909722222,32.26388889,4.493055556,9.771353847,65.56265465,204.6132765,33.06388858,18.15972283,14.90416574,26.64722235,27.29803264,136,104,49.83208318,9.141250154
SOM,3002,488,364.4391316,364.4391316,58.14827117,58.14827117,58.14827117,0,0,0,0,0,0.358796296,0.406635802,0,0.097222222,0,0,0.137345679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.65072342,27.56493039,22.91782429,108.9097222,29.68055556,0,111.807774,58.29166667,1.1875,30.86805556,6.305555556,9.693923467,65.95147154,202.6351806,32.90208382,18.20347287,14.69861095,26.57997681,27.23599516,136,104,49.93208318,9.141250154
SOM,3003,381,133.4471552,133.4471552,62.31290749,62.31290749,62.31290749,0,0,0,0,0,0.094135802,0.744598765,0,0.118055556,0,0,0.041666667,0.00154321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.58608198,27.48773154,22.88067108,107.2569444,28.90972222,0,110.7178711,56.88888889,1,29.90972222,7,9.567766117,66.32187102,200.2950016,32.69861065,18.27222199,14.42638866,26.51099526,27.16712934,136,104,50.03208318,9.141250154
SOM,3004,274,127.8346483,127.8346483,62.15508567,62.15508567,62.15508567,0,0,0,0,0,0.088734568,0.697530864,0,0.137345679,0,0,0.074845679,0.00154321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64045125,27.5282406,22.98298585,105.4930556,27.76388889,0,108.210869,54.92361111,1,28.76388889,7.4375,9.527661774,66.70808008,196.9781402,32.66597189,18.38333289,14.282639,26.55787015,27.21168955,136,104,50.13208318,9.141250154
SOM,3005,251.5,127.3373371,127.3373371,63.69260552,63.69260552,63.69260552,0,0,0,0,0.039351852,0.021604938,0.698302469,0,0.151234568,0,0,0.06712963,0.022376543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.70017358,27.5707174,23.09560214,104.9375,26.47222222,0,104.1354237,52.72916667,1,27.47222222,8.909722222,9.380323847,66.38322602,193.0812859,32.67083295,18.54027793,14.13055502,26.5969904,27.25879619,136,104,50.23208318,9.141250154
SOM,3006,167,125.5530166,125.5530166,69.3215649,69.3215649,69.3215649,0,0,0,0,0.119598765,0.009259259,0.662808642,0,0.176697531,0,0,0.015432099,0.016203704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.88831022,27.75034715,23.32500011,101.5,24.66666667,0,102.0434752,49.56944444,1,25.64583333,9.513888889,9.221296337,65.8552075,189.8329137,32.81874985,18.81666662,14.00208324,26.76817151,27.43842551,136,104,50.33208318,9.141250154
SOM,3007,91,189.9759887,189.9759887,62.11475214,62.11475214,62.11475214,0,0,0,0,0.259259259,0.023148148,0.388888889,0,0.301697531,0,0,0.019290123,0.007716049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.98405684,27.81076374,23.5031252,100.1597222,23.66666667,0,99.42074013,47.15277778,1,24.45833333,10.40277778,9.012673669,65.3056967,183.9603644,32.88750058,19.08680569,13.80069489,26.82916665,27.50034722,136,104,50.43208318,9.141250154
SOM,3008,45,392.5844026,392.5844026,62.19107825,62.19107825,62.19107825,0,0,0,0,0.564814815,0.019290123,0.304783951,0.00308642,0.103395062,0,0,0.00462963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.09988417,27.86585661,23.71574068,97.73611111,22.45138889,0,97.23443423,44.56944444,0.993055556,23.05555556,11.27777778,8.937731485,65.42212836,176.5934388,32.9625002,19.30069437,13.66180583,26.60787046,27.54525452,136,104,50.53208318,9.141250154
SOM,3009,-4,704.861661,704.861661,56.71169566,56.71169566,56.71169566,0,0.00436205,0,0,0.959651036,0.009814613,0,0.005452563,0.01308615,0,0.00436205,0.003271538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.30503956,27.97015884,24.0615872,88.84761905,20.38095238,0,98.1676752,41.31428571,0.123809524,28.3047619,10.74285714,8.602301371,65.94060393,165.6081976,32.80285743,19.75619047,13.04666695,26.11190493,27.61079347,136,104,50.63208318,9.141250154
SOM,3047,1280,4038.262707,4038.262707,230.5244945,230.5244945,230.5244945,0,0,0,0,0.003070624,0,0,0,0.996929376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.39136078,24.08715588,19.53195728,426.2752294,81.52293578,2,74.82236628,188.5688073,13.62385321,188.5688073,15.67889908,13.83837903,71.56893102,201.2808702,30.82844008,11.49266057,19.33577958,24.08715588,19.66483198,136,104,44.03208318,9.041250154
SOM,3048,1265,5036.615755,5036.615755,174.0012077,174.0012077,174.0012077,0,0,0,0,0.009259259,0,0,0,0.989197531,0,0,0,0,0,0,0,0,0,0,0.00154321,0,0,0,0,0,0,0,0,22.63124994,24.33229159,19.74270831,409.2638889,80.20833333,2,75.99253427,184.5902778,12.32638889,184.5902778,15.25694444,13.59999998,71.04481861,204.071337,31.03472233,11.89166664,19.14305561,24.33229159,19.86296292,136,104,44.13208318,9.041250154
SOM,3049,1161.5,4854.833387,4854.833387,160.4719715,160.4719715,160.4719715,0.825507879,0,0,0,0.014660494,0,0,0,0.985339506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8767361,24.58414384,19.95624985,392.5069444,77.95833333,2,76.64806324,179.3472222,12,176.3541667,15.02777778,13.46527771,70.47672033,207.5139929,31.34861098,12.2423611,19.10624999,24.58287071,20.06550912,136,104,44.23208318,9.041250154
SOM,3050,1104,3610.380157,3610.380157,130.9814672,130.9814672,130.9814672,0,0,0,0,0.00154321,0,0,0,0.987654321,0,0,0.010802469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0928529,24.81273115,20.15219907,375.8333333,75.97222222,2,77.66244586,174.2013889,11.17361111,154.5972222,15.18055556,13.35630802,70.10383664,210.0285562,31.58472255,12.53263897,19.05208356,24.80046263,20.24803249,136,104,44.33208318,9.041250154
SOM,3051,1082,3380.158398,3380.158398,140.176187,140.176187,140.176187,0.0393099,0,0,0,0.003858025,0,0.002314815,0,0.966820988,0,0,0.022376543,0.00462963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.21481482,24.94675908,20.26608777,361.5486111,74.06944444,2,78.56415945,169.7847222,11,136.4583333,15.34722222,13.143634,69.82062149,211.4251174,31.60902814,12.78402771,18.82500048,24.92673581,20.35173612,136,104,44.43208318,9.041250154
SOM,3052,1051,3076.52878,3076.52878,123.8932923,123.8932923,123.8932923,0.078619801,0,0,0,0,0,0,0,0.99691358,0,0,0.00308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35135998,25.08310187,20.40069478,347.5555556,72.20833333,2,79.84498538,165.5208333,10.59722222,134.3541667,15.59027778,13.09091426,69.58467261,211.9063907,31.7708332,12.95763874,18.81319447,25.05729173,20.48854148,136,104,44.53208318,9.041250154
SOM,3053,1021,2821.990854,2821.990854,124.8297009,124.8297009,124.8297009,0.275169313,0,0,0,0,0,0,0,0.983796296,0,0,0.016203704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.39942125,25.14768518,20.45115741,337.6736111,71.00694444,2,81.24399477,162.9930556,10,120.1875,15.98611111,12.97175935,69.4376351,212.6126288,31.75972209,13.07847246,18.68124959,25.1064817,20.52997718,136,104,44.63208318,9.041250154
SOM,3054,1032.5,1027.712918,1027.712918,128.663927,128.663927,128.663927,0,0,0,0,0,0,0,0,0.840277778,0,0,0.159722222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.37060184,25.1364586,20.42708332,331.4375,69.83333333,2,82.32580349,161.0277778,10.09722222,107.8472222,16.36111111,12.83750004,69.13303947,213.3548491,31.68888881,13.11944442,18.5694441,25.07650483,20.49270825,136,104,44.73208318,9.041250154
SOM,3055,998,904.4505053,904.4505053,135.0632205,135.0632205,135.0632205,0.452063859,0,0,0,0,0,0,0,0.94058642,0,0,0.05941358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5425636,25.32581025,20.62824081,317.9375,68.13888889,2,84.0169025,156.4930556,9.4375,84.61111111,16.36805556,12.81429396,69.18397315,211.979963,31.86874978,13.34652775,18.52222191,25.22222222,20.68912037,136,104,44.83208318,9.041250154
SOM,3056,960,804.8309455,804.8309455,139.3881709,139.3881709,139.3881709,0.0393099,0,0,0,0,0,0,0,0.99845679,0,0,0,0,0,0,0,0,0,0,0.00154321,0,0,0,0,0,0,0,0,23.84918984,25.66863426,20.9648147,299.4097222,66.47222222,2,86.28825442,150.1666667,9,74.63194444,16.17361111,12.6952546,69.02034685,211.0146903,32.16041646,13.76666666,18.39374989,25.50312498,21.01967596,136,104,44.93208318,9.041250154
SOM,3057,914,683.8774366,683.8774366,145.4379082,145.4379082,145.4379082,0,0,0,0,0,0,0,0,0.87345679,0,0,0,0,0,0,0,0,0,0,0.12654321,0,0,0,0,0,0,0,0,24.14033565,25.96979165,21.28564809,283.8611111,65.08333333,1.965277778,88.57337618,144.6736111,8.506944444,66.97222222,15.94444444,12.7122685,68.9852642,209.8842822,32.4930555,14.06527785,18.4277775,25.78460655,21.33182861,136,104,45.03208318,9.041250154
SOM,3058,868,740.2486944,740.2486944,134.9122636,134.9122636,134.9122636,0,0,0,0,0.00154321,0.00154321,0,0,0.75154321,0,0,0.051697531,0,0,0.060185185,0,0,0,0,0.131944444,0.00154321,0,0,0,0,0,0,0,24.3380787,26.16979159,21.51284717,268.6527778,63.79861111,1.277777778,91.40049813,139.7847222,7.277777778,60.44444444,15.01388889,12.78136555,69.25627279,208.2934968,32.71180545,14.25625002,18.45555547,25.97465297,21.55995364,136,104,45.13208318,9.041250154
SOM,3059,856.5,1046.708046,1046.708046,126.4809081,126.4809081,126.4809081,0,0,0,0,0.003858025,0,0,0,0.679783951,0,0,0.125771605,0,0,0.016975309,0,0,0,0,0.173611111,0,0,0,0,0,0,0,0,24.40963541,26.21770868,21.62986114,256.5555556,63.13194444,1,93.38376231,135.1805556,7,55.24305556,14.3125,12.67806706,69.3664545,204.4910902,32.7041671,14.4270833,18.27708391,26.01284703,21.69074082,136,104,45.23208318,9.041250154
SOM,3060,868,3712.557716,3712.557716,145.29012,145.29012,145.29012,0.117929697,0,0,0,0.00154321,0,0,0,0.836419753,0,0,0.012345679,0,0,0,0,0,0,0,0.149691358,0,0,0,0,0,0,0,0,24.40289346,26.18020837,21.67222219,250.2152778,62.91666667,1,95.02448675,132.9513889,6.902777778,51.94444444,14.14583333,12.5444443,69.33898391,200.818168,32.6479165,14.55625001,18.09166639,25.98252304,21.73726832,136,104,45.33208318,9.041250154
SOM,3061,883,2433.007751,2433.007751,111.2133001,111.2133001,111.2133001,0,0,0,0,0,0,0,0,0.997685185,0,0,0,0,0,0,0,0,0,0,0.002314815,0,0,0,0,0,0,0,0,24.16467008,25.87187498,21.48067129,251.8194444,64.63888889,1.055555556,96.00782585,134.625,6.743055556,51.15277778,14.79861111,12.5810763,69.85552178,197.0095192,32.35347214,14.34305555,18.01041661,25.74606481,21.54328697,136,104,45.43208318,9.041250154
SOM,3062,937,3073.335492,3073.335492,115.5066625,115.5066625,115.5066625,0.078619801,0,0,0,0,0,0,0,0.973765432,0,0,0,0,0,0,0,0,0,0,0.026234568,0,0,0,0,0,0,0,0,23.65821764,25.2881944,21.01516203,258.1944444,67.03472222,1.777777778,96.23310312,138.1875,7.736111111,56.34722222,15.74305556,12.45833335,70.10102701,193.4421303,31.71527776,13.94305554,17.77222221,25.2391204,21.07372685,136,104,45.53208318,9.041250154
SOM,3063,990,3404.939894,3404.939894,217.7090803,217.7090803,217.7090803,0.157239601,0,0,0,0,0,0,0,0.999228395,0,0,0,0,0,0,0,0,0,0,0.000771605,0,0,0,0,0,0,0,0,23.23475112,24.82604176,20.61423613,260.1944444,68.52083333,2,97.11462747,139.5069444,7.763888889,92.39583333,16,12.32586805,69.98932213,191.5590092,31.24444437,13.63333331,17.61111104,24.81597229,20.66921288,136,104,45.63208318,9.041250154
SOM,3064,979,2696.125717,2696.125717,113.3620363,113.3620363,113.3620363,0,0,0,0,0,0,0,0,0.969135802,0,0,0,0,0,0,0,0,0,0,0.029320988,0.00154321,0,0,0,0,0,0,0,23.03721054,24.62905097,20.41608789,254.1041667,68.20833333,1.972222222,98.48173952,137.1041667,7.333333333,112.7777778,15.96527778,12.2335647,69.7938624,191.6383754,31.01458328,13.48611108,17.5284722,24.62442132,20.46770823,136,104,45.73208318,9.041250154
SOM,3065,1037,2456.412906,2456.412906,109.5672908,109.5672908,109.5672908,0,0,0,0,0.000771605,0,0,0,0.884259259,0,0,0,0,0,0,0,0,0,0,0.114969136,0,0,0,0,0,0,0,0,23.20176503,24.79409713,20.6038194,239.0833333,66.00694444,1.381944444,101.0256093,130.4861111,6.381944444,68.78472222,15.01388889,12.14172446,69.75234811,190.4297938,31.11875025,13.7118056,17.4069447,24.77268509,20.65162028,136,104,45.83208318,9.041250154
SOM,3066,1097,2948.490634,2948.490634,139.5274261,139.5274261,139.5274261,0,0,0,0,0.064814815,0,0.021604938,0,0.905092593,0,0,0.006944444,0,0,0,0,0,0,0,0.00154321,0,0,0,0,0,0,0,0,23.53778944,25.14108806,20.98263884,219.7986111,62.55555556,1,103.3294393,120.9583333,5.902777778,40.15277778,13.85416667,11.93020839,69.42072116,188.3029364,31.34027782,14.15486112,17.18541674,25.07835644,21.02361112,136,104,45.93208318,9.041250154
SOM,3067,1067,5171.475027,5171.475027,127.8460663,127.8460663,127.8460663,0.117929697,0,0,0,0.009259259,0,0.019290123,0,0.953703704,0,0,0.014660494,0,0,0,0,0,0,0,0.00308642,0,0,0,0,0,0,0,0,23.79626734,25.42337954,21.27662018,209.9305556,61.03472222,1,104.3213223,115.5069444,5.791666667,36.53472222,13.29166667,12.10121527,70.03692145,186.2574129,31.65416651,14.37569437,17.27847225,25.29999985,21.3222223,136,104,46.03208318,9.041250154
SOM,3068,1036,4204.251611,4204.251611,99.43951441,99.43951441,99.43951441,0,0,0,0,0.033950617,0,0,0,0.960648148,0,0,0.000771605,0,0,0.00154321,0,0,0,0,0.00308642,0,0,0,0,0,0,0,0,23.67702548,25.29710658,21.18854158,208.8194444,61.1875,1.020833333,103.6595726,114.2569444,6,37.38888889,13.52777778,12.03321758,70.04191494,183.8119385,31.4784723,14.29861104,17.17986136,25.15416667,21.24201383,136,104,46.13208318,9.041250154
SOM,3069,979,983.0039244,983.0039244,97.28181584,97.28181584,97.28181584,0,0,0,0,0.084876543,0,0,0,0.902006173,0,0,0.010802469,0,0,0,0,0,0,0,0.002314815,0,0,0,0,0,0,0,0,23.53130783,25.14328708,21.07233795,202.5902778,60.17361111,1.180555556,104.3834171,110.7777778,5.708333333,36.25,13.54861111,11.6833333,69.35199144,182.0007911,31.15208338,14.30694442,16.84513887,24.99363424,21.12083337,136,104,46.23208318,9.041250154
SOM,3070,960,683.0940943,683.0940943,101.0327988,101.0327988,101.0327988,0,0,0,0,0.117283951,0,0,0,0.851080247,0,0,0.030092593,0.00154321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.71857637,25.3776621,21.25289351,189.6388889,57.80555556,1.027777778,106.5334813,104.1388889,5.125,32.75,13.02083333,11.59756943,69.23821084,183.6976175,31.29305553,14.54375001,16.74930563,25.1828704,21.29155095,136,104,46.33208318,9.041250154
SOM,3071,960,725.240046,725.240046,106.635148,106.635148,106.635148,0,0,0,0,0.223765432,0,0.092592593,0,0.586419753,0,0,0.046296296,0.046296296,0,0.00462963,0,0,0,0,0,0,0,0,0,0,0,0,0,24.27566551,26.00636574,21.80972219,170.8888889,53.98611111,1,109.5014112,94.47916667,4.381944444,27.92361111,11.41666667,11.81035881,69.69100216,185.4628159,31.97847223,15.03263888,16.94583318,25.71863421,21.83009256,136,104,46.43208318,9.041250154
