ISO,cell,elevation,population_density,EVI,cattle,goat,sheep,irrigation,LC_200,LC_202,LC_210,LC_150,LC_180,LC_130,LC_120,LC_170,LC_201,LC_110,LC_30,LC_40,LC_153,LC_190,LC_20,LC_100,LC_62,LC_60,LC_11,LC_10,worldclim_1,worldclim_10,worldclim_11,worldclim_12,worldclim_13,worldclim_14,worldclim_15,worldclim_16,worldclim_17,worldclim_18,worldclim_19,worldclim_2,worldclim_3,worldclim_4,worldclim_5,worldclim_6,worldclim_7,worldclim_8,worldclim_9,nrow,ncol,lon,lat
DJI,46,525.5,2057.72744894028,2057.72744894028,927.74568665053,927.74568665053,927.74568665053,0,0.706018518518519,0,0,0.293981481481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3272858725654,32.5877315468258,24.2071758773592,119.569444444444,16.8402777777778,1.98611111111111,37.2971443070306,43.7430555555556,18.5,30.8472222222222,27.2152777777778,8.84554401371214,49.0985067685445,344.230504353841,37.7472223705716,19.7326388623979,18.0145835081736,32.2553240325716,30.1090277036031,18,17,42.9070831813,12.4579168175
DJI,47,415,1438.31752634048,1438.31752634048,653.650446807158,653.650446807158,653.650446807158,0,0.540895061728395,0,0,0.459104938271605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9271123144362,33.1800925864114,24.8464119699266,99.6666666666667,13.5069444444444,1.23611111111111,37.6467975245582,35.6041666666667,14.2083333333333,23.8333333333333,23.2291666666667,8.6019097632832,48.3053523434533,342.788163714939,38.3909722963969,20.5833333465788,17.8076389498181,32.8777777618832,30.6442129479514,18,17,43.0070831813,12.4579168175
DJI,48,221,736.246192455292,736.246192455292,633.276628029753,633.276628029753,633.276628029753,0,0.905092592592593,0,0,0.0941358024691358,0,0.000771604938271605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6819444762336,33.8833334181044,25.6847221983804,79.0555555555556,11.3541666666667,0.458333333333333,40.581856807073,28.1041666666667,9.86805555555556,17.2083333333333,18.6736111111111,8.53831018341912,48.2529445754157,337.810098012288,39.2236110369364,21.5284722513623,17.6951387855742,33.6075232293871,31.3473379876879,18,17,43.1070831813,12.4579168175
DJI,49,110.5,930.002838373184,930.002838373184,707.496097112776,707.496097112776,707.496097112776,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.1048321194119,34.1997684637706,26.212384223938,65.4791666666667,10.1666666666667,0.0416666666666667,42.7321870062086,23.0416666666667,6.97222222222222,12.8958333333333,15.6805555555556,8.35526617368062,48.3430976072947,329.903398089939,39.4486109150781,22.1638889577654,17.2847219573127,33.9189813666874,32.0869212680393,18,17,43.2070831813,12.4579168175
DJI,50,-5.5,1829.28994703293,1829.28994703293,687.447356207243,687.447356207243,687.447356207243,0,0.951986754966887,0,0.0182119205298013,0,0,0.00662251655629139,0,0.0198675496688742,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,30.4106280008952,34.3289856288744,26.6990338753963,54.5072463768116,8.44927536231884,0,43.3492603578429,18.8260869565217,4.72463768115942,9.49275362318841,13.8115942028986,7.815458919691,47.6302606886712,316.082148012908,39.2000000995138,22.8115940370422,16.3884060624717,32.1756038665772,32.8265703173651,18,17,43.3070831813,12.4579168175
DJI,57,457,370.137513399124,370.137513399124,338.755478213885,338.755478213885,338.755478213885,,0.953519256308101,0,0,0,0,0,0.0199203187250996,0,0.0265604249667995,0,0,0,0,0,0,0,0,0,0,0,28.586761498753,32.8453586433507,24.4440928350521,151.46835443038,28.2025316455696,3.86075949367089,51.8586820771423,68.5949367088608,24.6455696202532,54.6075949367089,27.0253164556962,9.94251055657109,52.175216723092,343.740592087371,38.4253166295305,19.369620335253,19.0556962942775,32.3983123151562,30.5240507246573,18,17,42.3070831813,12.3579168175
DJI,58,503,1931.38587713242,1931.38587713242,1070.25028884278,1070.25028884278,1070.25028884278,0,0.98533950617284,0,0,0.00154320987654321,0,0.00154320987654321,0,0,0.0115740740740741,0,0,0,0,0,0,0,0,0,0,0,28.7754629585478,33.0542826520072,24.6494212547938,146.680555555556,26.3125,3.49305555555556,49.7260364956326,64.7361111111111,23.8402777777778,50.8819444444444,26.5138888888889,10.2929398152563,52.8656230237749,343.665506150987,38.8423611587948,19.3743054866791,19.4680556721158,32.5991897583008,30.1939814355638,18,17,42.4070831813,12.3579168175
DJI,59,587,2381.33303833008,2381.33303833008,919.396641099837,919.396641099837,919.396641099837,0.162796750664711,0.93287037037037,0,0,0.0115740740740741,0.00154320987654321,0.0239197530864198,0,0,0.0300925925925926,0,0,0,0,0,0,0,0,0,0,0,27.7852719757292,32.1127316686842,23.6116898589664,166.215277777778,26.9722222222222,4.10416666666667,43.4959510432349,68.1111111111111,27.4375,52.4930555555556,34.2708333333333,10.0258680383364,52.1129257414076,348.435270097521,37.7104167143504,18.4715279075835,19.2388888067669,31.6658565600713,29.7310186094708,18,17,42.5070831813,12.3579168175
DJI,60,701,949.329232215881,949.329232215881,929.693616813273,929.693616813273,929.693616813273,0,0.990513833992095,0,0,0.00237154150197628,0,0,0,0,0.00711462450592885,0,0,0,0,0,0,0,0,0,0,0,27.6199172946578,31.9624113664559,23.4148937252396,163.829787234043,25.1914893617021,3.95744680851064,40.3037444851923,64.1347517730497,26.9929078014184,48.5744680851064,35.4255319148936,9.87364066915309,51.7635830547793,350.818964964955,37.4560286068747,18.3815601971133,19.0744684097615,31.5466903388923,29.5553191976344,18,17,42.6070831813,12.3579168175
DJI,61,716,563.167465209961,563.167465209961,846.43070281822,846.43070281822,846.43070281822,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8605800142475,32.2344768935559,23.6457515978346,152.392156862745,22.6470588235294,3.31372549019608,38.5346191256654,57.3627450980392,24.6666666666667,42.6078431372549,33.6960784313726,9.6020424599741,50.7815248451981,352.666959276386,37.6637255350749,18.7558824501786,18.9078430848963,31.8416666330076,29.7591503741694,18,17,42.7070831813,12.3579168175
DJI,62,731,795.134832620621,795.134832620621,1105.33537346122,1105.33537346122,1105.33537346122,0,0.990740740740741,0,0,0.00925925925925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6990741491318,32.0944445000755,23.4788194629881,150.451388888889,21.2291666666667,3.0625,36.9665089448293,54.2847222222222,24.4097222222222,39.3819444444444,34.7708333333333,9.37013887696796,50.0438591109382,354.195112228394,37.4368056456248,18.7138889498181,18.7229166958067,31.7123842371835,29.5895833704207,18,17,42.8070831813,12.3579168175
DJI,63,640,1121.06747817993,1121.06747817993,1188.26070175869,1188.26070175869,1188.26070175869,0,0.807098765432099,0,0,0.192901234567901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6240162054698,32.0609954065747,23.3872685829798,144.777777777778,19.7430555555556,2.6875,35.8232200410631,50.5277777777778,23.3958333333333,35.9861111111111,34.1319444444444,9.04293979538811,48.9408031039768,356.357692294651,37.3222222328186,18.8451389339235,18.4770832988951,31.678240802553,29.5097222593096,18,17,42.9070831813,12.3579168175
DJI,64,449.5,675.326970815659,675.326970815659,971.456538466427,971.456538466427,971.456538466427,0,0.814043209876543,0,0,0.185185185185185,0,0.000771604938271605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0527489317788,32.4989585081736,23.8446758985519,129.902777777778,16.9305555555556,2.01388888888889,35.5281580289205,43.7361111111111,19.9305555555556,30.0902777777778,31.3888888888889,8.81232641802894,48.2469438446893,355.430468453301,37.7576388253106,19.4937500026491,18.2638888226615,32.1303240193261,30.2701389789581,18,17,43.0070831813,12.3579168175
DJI,65,152,578.710101366043,578.710101366043,821.106678781343,821.106678781343,821.106678781343,0,0.967592592592593,0,0,0.0324074074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8889757129881,33.3121528360579,24.7468750211928,105.791666666667,13.4513888888889,1.10416666666667,36.6160569455889,34.2708333333333,14.3263888888889,22.3055555555556,26.2777777777778,8.47980330387751,47.3171557850308,352.107741038005,38.5611111323039,20.640277756585,17.9208333757189,32.9100696378284,31.6612269348568,18,17,43.1070831813,12.3579168175
DJI,66,76,534.261967420578,534.261967420578,731.388879544899,731.388879544899,731.388879544899,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0960359308455,34.4686343140072,26.0373842318853,75.5486111111111,10.2916666666667,0.00694444444444444,40.7299734486474,24.9861111111111,8.22222222222222,14.1666666666667,18.5763888888889,8.61799765957726,47.7690453529358,347.820224550035,40.047222216924,22.0069445106718,18.0402777062522,32.5704859892527,32.8677083916134,18,17,43.2070831813,12.3579168175
DJI,67,0,2497.93163084984,2497.93163084984,821.76035941582,821.76035941582,821.76035941582,0.214572697877884,0.977510040160643,0,0.00562248995983936,0,0,0,0,0.0168674698795181,0,0,0,0,0,0,0,0,0,0,0,0,30.4827338019721,34.7089926081596,26.565227700652,63.0359712230216,9.28776978417266,0,42.3728721124663,21.3812949640288,6.05755395683453,10.7482014388489,15.3309352517986,8.62733812126324,48.4231049242637,337.097868775292,40.2676257401062,22.4510791147356,17.8165466253706,31.4163069690732,33.7609113240414,18,17,43.3070831813,12.3579168175
