"daymonth_id","rainfall","day","time_series_id"
"01-01",0.44475642,2013-01-01,70
"01-02",0.78449928,2013-01-02,70
"01-03",1.01656782,2013-01-03,70
"01-04",1.07966308,2013-01-04,70
"01-05",0,2013-01-05,70
"01-06",0,2013-01-06,70
"01-07",0,2013-01-07,70
"01-08",0.2892619,2013-01-08,70
"01-09",1.65351544,2013-01-09,70
"01-10",0.9405891,2013-01-10,70
"01-11",0.24478702,2013-01-11,70
"01-12",0,2013-01-12,70
"01-13",0,2013-01-13,70
"01-14",0,2013-01-14,70
"01-15",0,2013-01-15,70
"01-16",0.51773074,2013-01-16,70
"01-17",0.23062274,2013-01-17,70
"01-18",0,2013-01-18,70
"01-19",0.31671238,2013-01-19,70
"01-20",0.37406828,2013-01-20,70
"01-21",0.0763496,2013-01-21,70
"01-22",0.51349738,2013-01-22,70
"01-23",0,2013-01-23,70
"01-24",0,2013-01-24,70
"01-25",0,2013-01-25,70
"01-26",1.0775662,2013-01-26,70
"01-27",0.00726434,2013-01-27,70
"01-28",1.1062389,2013-01-28,70
"01-29",0,2013-01-29,70
"01-30",1.2544222,2013-01-30,70
"01-31",0.1918836,2013-01-31,70
"02-01",0,2013-02-01,70
"02-02",0,2013-02-02,70
"02-03",0,2013-02-03,70
"02-04",0.00629708,2013-02-04,70
"02-05",0,2013-02-05,70
"02-06",0,2013-02-06,70
"02-07",0,2013-02-07,70
"02-08",0.08471558,2013-02-08,70
"02-09",0,2013-02-09,70
"02-10",1.51342488,2013-02-10,70
"02-11",0.02054144,2013-02-11,70
"02-12",0.02713074,2013-02-12,70
"02-13",0.28450542,2013-02-13,70
"02-14",1.76181184,2013-02-14,70
"02-15",0,2013-02-15,70
"02-16",0.72242922,2013-02-16,70
"02-17",0,2013-02-17,70
"02-18",0.67199018,2013-02-18,70
"02-19",0.32122038,2013-02-19,70
"02-20",0.19298996,2013-02-20,70
"02-21",0,2013-02-21,70
"02-22",0,2013-02-22,70
"02-23",0.0458465,2013-02-23,70
"02-24",0,2013-02-24,70
"02-25",0.03347964,2013-02-25,70
"02-26",0.6592582,2013-02-26,70
"02-27",0,2013-02-27,70
"02-28",0.390137,2013-02-28,70
"02-29",1.1722653,2013-03-01,70
"03-01",0,2013-03-02,70
"03-02",0.54236462,2013-03-03,70
"03-03",0.45173254,2013-03-04,70
"03-04",0,2013-03-05,70
"03-05",0,2013-03-06,70
"03-06",0,2013-03-07,70
"03-07",0.35875446,2013-03-08,70
"03-08",0,2013-03-09,70
