"daymonth_id","mean_2m_air_temperature","day","time_series_id","mean_2m_air_temperature_celsius"
"01-01",291.566110625,1985-01-01,19,18.416110625
"01-02",291.920186825,1985-01-02,19,18.770186825
"01-03",292.586342375,1985-01-03,19,19.436342375
"01-04",293.10574,1985-01-04,19,19.95574
"01-05",292.770969775,1985-01-05,19,19.620969775
"01-06",292.4498143,1985-01-06,19,19.2998143
"01-07",292.893008325,1985-01-07,19,19.743008325
"01-08",293.269687275,1985-01-08,19,20.119687275
"01-09",293.23666885,1985-01-09,19,20.08666885
"01-10",293.725160425,1985-01-10,19,20.575160425
"01-11",293.43446305,1985-01-11,19,20.28446305
"01-12",293.18217495,1985-01-12,19,20.03217495
"01-13",294.160634525,1985-01-13,19,21.010634525
"01-14",294.518773075,1985-01-14,19,21.368773075
"01-15",294.765117525,1985-01-15,19,21.615117525
"01-16",294.9137451,1985-01-16,19,21.7637451000001
"01-17",293.895347325,1985-01-17,19,20.745347325
"01-18",293.44667155,1985-01-18,19,20.29667155
"01-19",293.328542125,1985-01-19,19,20.178542125
"01-20",293.1416126,1985-01-20,19,19.9916126000001
"01-21",293.554792225,1985-01-21,19,20.4047922250001
"01-22",293.665655125,1985-01-22,19,20.515655125
"01-23",293.6850684,1985-01-23,19,20.5350684
"01-24",293.500483725,1985-01-24,19,20.350483725
"01-25",292.759004425,1985-01-25,19,19.609004425
"01-26",292.8266622,1985-01-26,19,19.6766622
"01-27",293.593676375,1985-01-27,19,20.443676375
"01-28",294.015102525,1985-01-28,19,20.865102525
"01-29",293.64825285,1985-01-29,19,20.49825285
"01-30",294.070187475,1985-01-30,19,20.920187475
"01-31",294.614471875,1985-01-31,19,21.464471875
"02-01",294.72098305,1985-02-01,19,21.57098305
"02-02",295.10206585,1985-02-02,19,21.9520658500001
"02-03",295.0741274,1985-02-03,19,21.9241274
"02-04",295.4929507,1985-02-04,19,22.3429507
"02-05",295.0291017,1985-02-05,19,21.8791017
"02-06",294.722911675,1985-02-06,19,21.572911675
"02-07",295.595854725,1985-02-07,19,22.445854725
"02-08",295.132296425,1985-02-08,19,21.982296425
"02-09",294.78706625,1985-02-09,19,21.63706625
"02-10",294.395973275,1985-02-10,19,21.245973275
"02-11",294.5490809,1985-02-11,19,21.3990809
"02-12",294.4996133,1985-02-12,19,21.3496133
"02-13",295.10290245,1985-02-13,19,21.95290245
