"daymonth_id","mean_2m_air_temperature","day","time_series_id","mean_2m_air_temperature_celsius"
"01-01",287.9098401,1984-01-01,7,14.7598401
"01-02",289.2365349,1984-01-02,7,16.0865349
"01-03",290.19938835,1984-01-03,7,17.04938835
"01-04",290.1290995,1984-01-04,7,16.9790995
"01-05",289.69436125,1984-01-05,7,16.5443612500001
"01-06",289.15784355,1984-01-06,7,16.00784355
"01-07",289.03977205,1984-01-07,7,15.88977205
"01-08",288.9668932,1984-01-08,7,15.8168932
"01-09",288.76911245,1984-01-09,7,15.61911245
"01-10",288.64930345,1984-01-10,7,15.49930345
"01-11",287.9587284,1984-01-11,7,14.8087284
"01-12",287.9842358,1984-01-12,7,14.8342358
"01-13",288.5418938,1984-01-13,7,15.3918938
"01-14",289.2581196,1984-01-14,7,16.1081196
"01-15",290.3420902,1984-01-15,7,17.1920902000001
"01-16",290.4724601,1984-01-16,7,17.3224601000001
"01-17",290.5884059,1984-01-17,7,17.4384059
"01-18",289.49623215,1984-01-18,7,16.34623215
"01-19",289.5119151,1984-01-19,7,16.3619151
"01-20",289.48122045,1984-01-20,7,16.33122045
"01-21",288.5785457,1984-01-21,7,15.4285457
"01-22",289.21292405,1984-01-22,7,16.06292405
"01-23",289.8466237,1984-01-23,7,16.6966237
"01-24",289.9692022,1984-01-24,7,16.8192022000001
"01-25",290.09910845,1984-01-25,7,16.94910845
"01-26",290.3311265,1984-01-26,7,17.1811265
"01-27",291.40434335,1984-01-27,7,18.25434335
"01-28",291.3878049,1984-01-28,7,18.2378049
"01-29",291.143011,1984-01-29,7,17.993011
"01-30",290.2691001,1984-01-30,7,17.1191001
"01-31",289.13485955,1984-01-31,7,15.98485955
"02-01",289.41594915,1984-02-01,7,16.26594915
"02-02",289.4948986,1984-02-02,7,16.3448986
"02-03",289.94720785,1984-02-03,7,16.79720785
"02-04",289.87049035,1984-02-04,7,16.72049035
"02-05",289.8844434,1984-02-05,7,16.7344434
"02-06",290.482114,1984-02-06,7,17.332114
"02-07",290.170201,1984-02-07,7,17.020201
"02-08",290.2261184,1984-02-08,7,17.0761184
"02-09",290.60111045,1984-02-09,7,17.45111045
