"daymonth_id","mean_2m_air_temperature","day","time_series_id","mean_2m_air_temperature_celsius"
"01-01",293.2249965,1987-01-01,14,20.0749965
"01-02",293.11612075,1987-01-02,14,19.96612075
"01-03",293.5939941,1987-01-03,14,20.4439941000001
"01-04",294.26013835,1987-01-04,14,21.1101383500001
"01-05",294.20634315,1987-01-05,14,21.05634315
"01-06",293.72929015,1987-01-06,14,20.57929015
"01-07",293.69001765,1987-01-07,14,20.54001765
"01-08",294.3922792,1987-01-08,14,21.2422792
"01-09",294.4343359,1987-01-09,14,21.2843359
"01-10",294.60054205,1987-01-10,14,21.45054205
"01-11",294.7350063,1987-01-11,14,21.5850063
"01-12",294.513401,1987-01-12,14,21.363401
"01-13",294.4992237,1987-01-13,14,21.3492237
"01-14",295.30560355,1987-01-14,14,22.15560355
"01-15",295.805569,1987-01-15,14,22.655569
"01-16",295.69566125,1987-01-16,14,22.54566125
"01-17",294.04516875,1987-01-17,14,20.89516875
"01-18",293.0803425,1987-01-18,14,19.9303425000001
"01-19",293.58051285,1987-01-19,14,20.43051285
"01-20",293.6998179,1987-01-20,14,20.5498179
"01-21",293.9272286,1987-01-21,14,20.7772286000001
"01-22",293.7131584,1987-01-22,14,20.5631584
"01-23",293.9866425,1987-01-23,14,20.8366425
"01-24",293.23384935,1987-01-24,14,20.08384935
"01-25",292.31045075,1987-01-25,14,19.16045075
"01-26",293.0263847,1987-01-26,14,19.8763847
"01-27",293.95179765,1987-01-27,14,20.80179765
"01-28",294.78147605,1987-01-28,14,21.6314760500001
"01-29",293.8957237,1987-01-29,14,20.7457237
"01-30",294.5330275,1987-01-30,14,21.3830275
"01-31",295.4634628,1987-01-31,14,22.3134628
"02-01",295.71703775,1987-02-01,14,22.5670377500001
"02-02",295.77951455,1987-02-02,14,22.62951455
"02-03",295.75511385,1987-02-03,14,22.6051138500001
"02-04",295.7516336,1987-02-04,14,22.6016336
"02-05",295.5119833,1987-02-05,14,22.3619833
"02-06",295.44706975,1987-02-06,14,22.29706975
"02-07",295.8559627,1987-02-07,14,22.7059627
"02-08",295.26130685,1987-02-08,14,22.11130685
"02-09",295.7897807,1987-02-09,14,22.6397807000001
"02-10",295.4162818,1987-02-10,14,22.2662818
"02-11",295.33109335,1987-02-11,14,22.18109335
"02-12",295.5415226,1987-02-12,14,22.3915226
"02-13",296.5501339,1987-02-13,14,23.4001339
"02-14",296.6166265,1987-02-14,14,23.4666265
"02-15",295.9503821,1987-02-15,14,22.8003821
"02-16",295.8907422,1987-02-16,14,22.7407422
"02-17",296.50724705,1987-02-17,14,23.35724705
"02-18",297.1266789,1987-02-18,14,23.9766789
"02-19",297.9126007,1987-02-19,14,24.7626007
"02-20",298.68837005,1987-02-20,14,25.53837005
"02-21",298.38988415,1987-02-21,14,25.23988415
"02-22",298.36464655,1987-02-22,14,25.21464655
"02-23",298.22336205,1987-02-23,14,25.07336205
"02-24",296.4741678,1987-02-24,14,23.3241678000001
"02-25",295.9141833,1987-02-25,14,22.7641833
"02-26",296.49933185,1987-02-26,14,23.34933185
"02-27",297.0875799,1987-02-27,14,23.9375799000001
"02-28",296.6987306,1987-02-28,14,23.5487306
"02-29",296.4673706,1987-03-01,14,23.3173706
"03-01",296.4768626,1987-03-02,14,23.3268626
"03-02",297.5024522,1987-03-03,14,24.3524522
"03-03",298.35926535,1987-03-04,14,25.20926535
"03-04",298.4321707,1987-03-05,14,25.2821707000001
"03-05",299.06886565,1987-03-06,14,25.91886565
"03-06",300.33085215,1987-03-07,14,27.18085215
"03-07",300.44678085,1987-03-08,14,27.29678085
"03-08",299.84708515,1987-03-09,14,26.69708515
"03-09",299.8506909,1987-03-10,14,26.7006909
"03-10",300.58514205,1987-03-11,14,27.43514205
"03-11",300.729648,1987-03-12,14,27.579648
"03-12",300.5981293,1987-03-13,14,27.4481293
"03-13",299.7336173,1987-03-14,14,26.5836173
"03-14",301.13142925,1987-03-15,14,27.98142925
"03-15",302.52574125,1987-03-16,14,29.37574125
"03-16",302.15382205,1987-03-17,14,29.0038220500001
"03-17",301.2334098,1987-03-18,14,28.0834098
"03-18",299.70437695,1987-03-19,14,26.55437695
"03-19",299.63532105,1987-03-20,14,26.48532105
"03-20",299.7142809,1987-03-21,14,26.5642809
"03-21",300.65377755,1987-03-22,14,27.50377755
"03-22",301.2634706,1987-03-23,14,28.1134706
"03-23",301.9825413,1987-03-24,14,28.8325413
"03-24",302.89276425,1987-03-25,14,29.7427642500001
"03-25",302.20452545,1987-03-26,14,29.05452545
"03-26",300.04279215,1987-03-27,14,26.89279215
"03-27",300.108341,1987-03-28,14,26.958341
"03-28",300.65966545,1987-03-29,14,27.5096654500001
"03-29",300.9845945,1987-03-30,14,27.8345945
"03-30",302.32897815,1987-03-31,14,29.17897815
"03-31",303.39325605,1987-04-01,14,30.24325605
"04-01",303.3962989,1987-04-02,14,30.2462989000001
"04-02",303.46756125,1987-04-03,14,30.31756125
"04-03",303.252983,1987-04-04,14,30.102983
"04-04",302.8072181,1987-04-05,14,29.6572181
"04-05",303.06903855,1987-04-06,14,29.91903855
"04-06",303.3767714,1987-04-07,14,30.2267714
"04-07",304.102655,1987-04-08,14,30.952655
"04-08",304.16545175,1987-04-09,14,31.01545175
"04-09",303.97201235,1987-04-10,14,30.82201235
"04-10",303.7431107,1987-04-11,14,30.5931107
"04-11",303.8755129,1987-04-12,14,30.7255129
"04-12",304.83860245,1987-04-13,14,31.68860245
"04-13",305.1401523,1987-04-14,14,31.9901523
"04-14",305.24256835,1987-04-15,14,32.09256835
"04-15",305.70804045,1987-04-16,14,32.55804045
"04-16",305.70260025,1987-04-17,14,32.5526002500001
"04-17",305.7913897,1987-04-18,14,32.6413897
"04-18",305.83352035,1987-04-19,14,32.68352035
"04-19",306.2048493,1987-04-20,14,33.0548493
"04-20",306.358416,1987-04-21,14,33.208416
"04-21",306.1722794,1987-04-22,14,33.0222794
"04-22",305.73611405,1987-04-23,14,32.58611405
"04-23",304.86172425,1987-04-24,14,31.71172425
"04-24",304.60100135,1987-04-25,14,31.4510013500001
"04-25",304.47396635,1987-04-26,14,31.32396635
"04-26",305.6783638,1987-04-27,14,32.5283638
"04-27",306.77270085,1987-04-28,14,33.62270085
"04-28",306.88062865,1987-04-29,14,33.73062865
"04-29",306.49590955,1987-04-30,14,33.34590955
"04-30",305.0186921,1987-05-01,14,31.8686921
"05-01",304.68263225,1987-05-02,14,31.53263225
"05-02",304.70882765,1987-05-03,14,31.55882765
"05-03",305.44794035,1987-05-04,14,32.29794035
"05-04",306.3444347,1987-05-05,14,33.1944347
"05-05",306.18994745,1987-05-06,14,33.03994745
"05-06",306.1524695,1987-05-07,14,33.0024695
"05-07",306.07900195,1987-05-08,14,32.92900195
"05-08",306.86458055,1987-05-09,14,33.7145805500001
"05-09",306.9630761,1987-05-10,14,33.8130761
"05-10",307.0023373,1987-05-11,14,33.8523373
"05-11",306.84343255,1987-05-12,14,33.69343255
"05-12",306.5978044,1987-05-13,14,33.4478044
"05-13",306.81181075,1987-05-14,14,33.66181075
"05-14",306.4573201,1987-05-15,14,33.3073201
"05-15",306.64752025,1987-05-16,14,33.49752025
"05-16",307.11174815,1987-05-17,14,33.9617481500001
"05-17",307.16451,1987-05-18,14,34.01451
"05-18",306.73397165,1987-05-19,14,33.58397165
"05-19",306.39308835,1987-05-20,14,33.24308835
"05-20",306.3252706,1987-05-21,14,33.1752706
"05-21",307.1092744,1987-05-22,14,33.9592744
"05-22",307.40550985,1987-05-23,14,34.2555098500001
"05-23",306.9618575,1987-05-24,14,33.8118575
"05-24",307.7110758,1987-05-25,14,34.5610758
"05-25",308.0115892,1987-05-26,14,34.8615892
"05-26",307.4702972,1987-05-27,14,34.3202972
"05-27",307.63813445,1987-05-28,14,34.48813445
"05-28",307.59400125,1987-05-29,14,34.44400125
"05-29",307.40739595,1987-05-30,14,34.25739595
"05-30",307.5391475,1987-05-31,14,34.3891475
"05-31",308.3361416,1987-06-01,14,35.1861416
"06-01",308.0617544,1987-06-02,14,34.9117544
"06-02",307.6603425,1987-06-03,14,34.5103425
"06-03",307.3666923,1987-06-04,14,34.2166923
"06-04",307.0121372,1987-06-05,14,33.8621372
"06-05",307.1436757,1987-06-06,14,33.9936757
"06-06",306.9063264,1987-06-07,14,33.7563264
"06-07",307.03165465,1987-06-08,14,33.88165465
"06-08",307.59517975,1987-06-09,14,34.44517975
"06-09",306.90107105,1987-06-10,14,33.7510710500001
"06-10",306.789866,1987-06-11,14,33.639866
"06-11",306.4074402,1987-06-12,14,33.2574402
"06-12",305.88461,1987-06-13,14,32.73461
"06-13",304.6282764,1987-06-14,14,31.4782764
"06-14",305.1285743,1987-06-15,14,31.9785743
"06-15",305.0555562,1987-06-16,14,31.9055562
"06-16",304.94354595,1987-06-17,14,31.79354595
"06-17",305.4285424,1987-06-18,14,32.2785424
"06-18",305.2903406,1987-06-19,14,32.1403406000001
"06-19",305.72549915,1987-06-20,14,32.57549915
"06-20",306.0227468,1987-06-21,14,32.8727468
"06-21",306.08469915,1987-06-22,14,32.93469915
"06-22",306.06979685,1987-06-23,14,32.91979685
"06-23",305.63586175,1987-06-24,14,32.48586175
"06-24",305.8898065,1987-06-25,14,32.7398065
"06-25",306.0442632,1987-06-26,14,32.8942632
"06-26",305.61742945,1987-06-27,14,32.4674294500001
"06-27",306.5886625,1987-06-28,14,33.4386625000001
"06-28",305.1226151,1987-06-29,14,31.9726151
"06-29",303.4003705,1987-06-30,14,30.2503705
"06-30",302.551851,1987-07-01,14,29.401851
"07-01",302.8047712,1987-07-02,14,29.6547712
"07-02",303.9093923,1987-07-03,14,30.7593923
"07-03",304.1380356,1987-07-04,14,30.9880356
"07-04",303.7079273,1987-07-05,14,30.5579273
"07-05",303.59571735,1987-07-06,14,30.44571735
"07-06",303.4919628,1987-07-07,14,30.3419628
"07-07",304.3384575,1987-07-08,14,31.1884575
"07-08",304.74471975,1987-07-09,14,31.59471975
"07-09",304.58339145,1987-07-10,14,31.43339145
"07-10",304.45183195,1987-07-11,14,31.3018319500001
"07-11",304.24904825,1987-07-12,14,31.09904825
"07-12",303.48666985,1987-07-13,14,30.33666985
"07-13",303.03455475,1987-07-14,14,29.88455475
"07-14",301.88166695,1987-07-15,14,28.73166695
"07-15",301.195325,1987-07-16,14,28.045325
"07-16",301.4967183,1987-07-17,14,28.3467183
"07-17",302.88956975,1987-07-18,14,29.73956975
"07-18",303.5944894,1987-07-19,14,30.4444894
"07-19",303.1053121,1987-07-20,14,29.9553121
"07-20",303.4109516,1987-07-21,14,30.2609516
"07-21",303.3168773,1987-07-22,14,30.1668773
"07-22",302.6373263,1987-07-23,14,29.4873263000001
"07-23",303.4115836,1987-07-24,14,30.2615836
"07-24",303.61269335,1987-07-25,14,30.46269335
"07-25",303.4963379,1987-07-26,14,30.3463379
"07-26",303.0785127,1987-07-27,14,29.9285127
"07-27",302.23654345,1987-07-28,14,29.08654345
"07-28",302.51712635,1987-07-29,14,29.36712635
"07-29",302.7056462,1987-07-30,14,29.5556462
"07-30",303.53406455,1987-07-31,14,30.3840645500001
"07-31",303.6960032,1987-08-01,14,30.5460032
"08-01",303.78702475,1987-08-02,14,30.63702475
