"daymonth_id","mean_2m_air_temperature","day","time_series_id","mean_2m_air_temperature_celsius"
"01-01",287.9368772,2014-01-01,76,14.7868772
"01-02",288.2187198,2014-01-02,76,15.0687198000001
"01-03",288.56110875,2014-01-03,76,15.41110875
"01-04",288.41743645,2014-01-04,76,15.26743645
"01-05",288.6113034,2014-01-05,76,15.4613034
"01-06",287.46243875,2014-01-06,76,14.31243875
"01-07",287.7951701,2014-01-07,76,14.6451701
"01-08",287.84429795,2014-01-08,76,14.69429795
"01-09",287.2993491,2014-01-09,76,14.1493491
"01-10",287.0567324,2014-01-10,76,13.9067324
"01-11",287.15251875,2014-01-11,76,14.00251875
"01-12",287.54332845,2014-01-12,76,14.39332845
"01-13",287.11839765,2014-01-13,76,13.96839765
"01-14",287.50066945,2014-01-14,76,14.3506694500001
"01-15",287.78458485,2014-01-15,76,14.63458485
"01-16",287.76816845,2014-01-16,76,14.61816845
"01-17",287.356081,2014-01-17,76,14.206081
"01-18",287.37237825,2014-01-18,76,14.22237825
"01-19",285.025782,2014-01-19,76,11.875782
"01-20",284.8326961,2014-01-20,76,11.6826961
"01-21",284.99015235,2014-01-21,76,11.84015235
"01-22",286.0928686,2014-01-22,76,12.9428686
"01-23",287.30034665,2014-01-23,76,14.15034665
"01-24",287.6881744,2014-01-24,76,14.5381744
"01-25",288.0015819,2014-01-25,76,14.8515819
"01-26",288.47899965,2014-01-26,76,15.32899965
"01-27",288.80933305,2014-01-27,76,15.65933305
"01-28",289.73370405,2014-01-28,76,16.5837040500001
"01-29",290.3090105,2014-01-29,76,17.1590105
"01-30",290.9084459,2014-01-30,76,17.7584459
"01-31",291.0343721,2014-01-31,76,17.8843721000001
"02-01",291.0876721,2014-02-01,76,17.9376721
"02-02",289.5880204,2014-02-02,76,16.4380204
"02-03",288.27556205,2014-02-03,76,15.12556205
"02-04",288.55875425,2014-02-04,76,15.40875425
"02-05",288.6585803,2014-02-05,76,15.5085803
"02-06",287.4227672,2014-02-06,76,14.2727672
"02-07",287.26358325,2014-02-07,76,14.11358325
"02-08",288.5651215,2014-02-08,76,15.4151215
"02-09",288.60760125,2014-02-09,76,15.45760125
"02-10",289.43984695,2014-02-10,76,16.28984695
"02-11",290.12724525,2014-02-11,76,16.97724525
"02-12",290.47437085,2014-02-12,76,17.32437085
"02-13",290.9342795,2014-02-13,76,17.7842795
"02-14",291.48633495,2014-02-14,76,18.33633495
"02-15",291.323311,2014-02-15,76,18.173311
"02-16",291.4987568,2014-02-16,76,18.3487568
"02-17",292.4010109,2014-02-17,76,19.2510109
"02-18",291.66955035,2014-02-18,76,18.51955035
"02-19",291.5451081,2014-02-19,76,18.3951081
"02-20",292.84636575,2014-02-20,76,19.69636575
"02-21",291.56337415,2014-02-21,76,18.41337415
"02-22",289.47809845,2014-02-22,76,16.32809845
"02-23",287.6115,2014-02-23,76,14.4615
"02-24",288.35909485,2014-02-24,76,15.20909485
"02-25",289.7968101,2014-02-25,76,16.6468101
"02-26",291.5063696,2014-02-26,76,18.3563696
"02-27",289.6388172,2014-02-27,76,16.4888172
"02-28",289.9476826,2014-02-28,76,16.7976826
"03-01",291.52587655,2014-03-01,76,18.37587655
"03-02",291.4546535,2014-03-02,76,18.3046535
"03-03",292.066167,2014-03-03,76,18.916167
"03-04",292.31388,2014-03-04,76,19.1638800000001
"03-05",292.12647315,2014-03-05,76,18.97647315
"03-06",292.64156615,2014-03-06,76,19.49156615
"03-07",293.17022875,2014-03-07,76,20.02022875
"03-08",293.22971455,2014-03-08,76,20.07971455
"03-09",294.1085361,2014-03-09,76,20.9585361000001
"03-10",293.75338345,2014-03-10,76,20.60338345
"03-11",290.7596182,2014-03-11,76,17.6096182
"03-12",290.86449625,2014-03-12,76,17.71449625
"03-13",290.36018135,2014-03-13,76,17.21018135
"03-14",289.49482205,2014-03-14,76,16.34482205
"03-15",290.9914422,2014-03-15,76,17.8414422
"03-16",291.08295215,2014-03-16,76,17.93295215
"03-17",291.41654675,2014-03-17,76,18.26654675
"03-18",291.763403,2014-03-18,76,18.613403
"03-19",293.3539969,2014-03-19,76,20.2039969
"03-20",294.35140535,2014-03-20,76,21.20140535
"03-21",294.3463461,2014-03-21,76,21.1963461
"03-22",294.4156684,2014-03-22,76,21.2656684
"03-23",293.2173244,2014-03-23,76,20.0673244
"03-24",292.7106169,2014-03-24,76,19.5606169
"03-25",293.0855368,2014-03-25,76,19.9355368
"03-26",292.55606605,2014-03-26,76,19.40606605
"03-27",292.3643595,2014-03-27,76,19.2143595
"03-28",293.25185805,2014-03-28,76,20.10185805
"03-29",294.0961094,2014-03-29,76,20.9461094000001
"03-30",294.8107768,2014-03-30,76,21.6607768
"03-31",296.1591819,2014-03-31,76,23.0091819
"04-01",297.4076899,2014-04-01,76,24.2576899
"04-02",296.6027545,2014-04-02,76,23.4527545
"04-03",295.76157195,2014-04-03,76,22.61157195
"04-04",295.69594035,2014-04-04,76,22.54594035
"04-05",296.69468085,2014-04-05,76,23.54468085
"04-06",297.7784118,2014-04-06,76,24.6284118
"04-07",298.2710401,2014-04-07,76,25.1210401
"04-08",298.4947405,2014-04-08,76,25.3447405000001
"04-09",298.3056932,2014-04-09,76,25.1556932
"04-10",299.217466,2014-04-10,76,26.067466
"04-11",300.93493025,2014-04-11,76,27.78493025
"04-12",302.48941235,2014-04-12,76,29.33941235
"04-13",302.1776379,2014-04-13,76,29.0276379
"04-14",301.7615813,2014-04-14,76,28.6115813
"04-15",301.78973955,2014-04-15,76,28.6397395500001
"04-16",302.5052534,2014-04-16,76,29.3552534
"04-17",302.990852,2014-04-17,76,29.840852
"04-18",302.4886678,2014-04-18,76,29.3386678000001
"04-19",301.06285335,2014-04-19,76,27.91285335
"04-20",298.82256255,2014-04-20,76,25.6725625500001
"04-21",299.1153,2014-04-21,76,25.9653
"04-22",299.98153695,2014-04-22,76,26.83153695
"04-23",301.00791535,2014-04-23,76,27.85791535
"04-24",302.6177455,2014-04-24,76,29.4677455
"04-25",303.45414205,2014-04-25,76,30.30414205
"04-26",303.03214175,2014-04-26,76,29.88214175
"04-27",303.41242815,2014-04-27,76,30.26242815
"04-28",303.2899975,2014-04-28,76,30.1399975
"04-29",303.131473,2014-04-29,76,29.9814730000001
"04-30",302.94221675,2014-04-30,76,29.79221675
"05-01",302.9496656,2014-05-01,76,29.7996656
"05-02",303.43829475,2014-05-02,76,30.28829475
"05-03",303.5667702,2014-05-03,76,30.4167702
"05-04",302.79459325,2014-05-04,76,29.6445932500001
"05-05",300.26638265,2014-05-05,76,27.11638265
"05-06",301.70603345,2014-05-06,76,28.55603345
"05-07",302.1302386,2014-05-07,76,28.9802386
"05-08",302.8480747,2014-05-08,76,29.6980747
"05-09",303.4576532,2014-05-09,76,30.3076532
"05-10",302.74286,2014-05-10,76,29.59286
"05-11",303.3577566,2014-05-11,76,30.2077566
"05-12",304.575299,2014-05-12,76,31.425299
"05-13",305.2002372,2014-05-13,76,32.0502372
"05-14",304.99069635,2014-05-14,76,31.84069635
"05-15",303.6982638,2014-05-15,76,30.5482638
"05-16",304.06842295,2014-05-16,76,30.91842295
"05-17",304.00719055,2014-05-17,76,30.85719055
"05-18",302.8909564,2014-05-18,76,29.7409564
"05-19",303.2995456,2014-05-19,76,30.1495456
"05-20",303.6568246,2014-05-20,76,30.5068246
"05-21",303.69803315,2014-05-21,76,30.54803315
"05-22",304.6336192,2014-05-22,76,31.4836192
"05-23",305.6222659,2014-05-23,76,32.4722659
"05-24",306.83435805,2014-05-24,76,33.68435805
"05-25",306.9813128,2014-05-25,76,33.8313128
"05-26",306.4606939,2014-05-26,76,33.3106939
"05-27",305.6775256,2014-05-27,76,32.5275256
"05-28",305.92712865,2014-05-28,76,32.77712865
"05-29",306.9405952,2014-05-29,76,33.7905952
"05-30",307.32975645,2014-05-30,76,34.17975645
"05-31",308.5111444,2014-05-31,76,35.3611444000001
"06-01",308.4436799,2014-06-01,76,35.2936799
"06-02",307.8894711,2014-06-02,76,34.7394711000001
"06-03",307.54989695,2014-06-03,76,34.39989695
"06-04",306.6849727,2014-06-04,76,33.5349727
"06-05",304.40681655,2014-06-05,76,31.2568165500001
"06-06",304.9937616,2014-06-06,76,31.8437616
"06-07",307.7133007,2014-06-07,76,34.5633007
"06-08",309.50655215,2014-06-08,76,36.35655215
"06-09",308.76288655,2014-06-09,76,35.61288655
"06-10",308.2091225,2014-06-10,76,35.0591225000001
"06-11",307.6714271,2014-06-11,76,34.5214271
"06-12",306.75352175,2014-06-12,76,33.60352175
"06-13",305.3350117,2014-06-13,76,32.1850117
"06-14",305.75090265,2014-06-14,76,32.60090265
"06-15",306.97550985,2014-06-15,76,33.82550985
"06-16",307.0501583,2014-06-16,76,33.9001583
"06-17",307.0452101,2014-06-17,76,33.8952101
"06-18",307.14094745,2014-06-18,76,33.99094745
"06-19",306.3601595,2014-06-19,76,33.2101595
"06-20",306.81936165,2014-06-20,76,33.66936165
"06-21",308.9134172,2014-06-21,76,35.7634172
"06-22",309.45397405,2014-06-22,76,36.30397405
"06-23",309.07021505,2014-06-23,76,35.92021505
"06-24",307.6949097,2014-06-24,76,34.5449097000001
"06-25",306.90461775,2014-06-25,76,33.75461775
"06-26",306.90818315,2014-06-26,76,33.75818315
"06-27",306.1328741,2014-06-27,76,32.9828741
"06-28",305.56267155,2014-06-28,76,32.41267155
"06-29",306.13021245,2014-06-29,76,32.9802124500001
"06-30",307.0415037,2014-06-30,76,33.8915037
"07-01",307.38990825,2014-07-01,76,34.23990825
"07-02",308.08070495,2014-07-02,76,34.9307049500001
"07-03",307.61068335,2014-07-03,76,34.4606833500001
"07-04",307.21035645,2014-07-04,76,34.06035645
"07-05",307.72852095,2014-07-05,76,34.57852095
"07-06",308.38559195,2014-07-06,76,35.23559195
"07-07",308.31666125,2014-07-07,76,35.1666612500001
"07-08",307.9502905,2014-07-08,76,34.8002905000001
"07-09",307.0080199,2014-07-09,76,33.8580199
"07-10",307.2238771,2014-07-10,76,34.0738771
"07-11",307.37784855,2014-07-11,76,34.22784855
"07-12",307.6664681,2014-07-12,76,34.5164681
"07-13",307.9470247,2014-07-13,76,34.7970247
"07-14",307.26293555,2014-07-14,76,34.11293555
"07-15",307.97532395,2014-07-15,76,34.82532395
"07-16",310.65563685,2014-07-16,76,37.50563685
"07-17",310.91726425,2014-07-17,76,37.76726425
"07-18",309.7688756,2014-07-18,76,36.6188756
"07-19",307.98098175,2014-07-19,76,34.83098175
"07-20",307.1476984,2014-07-20,76,33.9976984
"07-21",307.0382777,2014-07-21,76,33.8882777
"07-22",307.1871326,2014-07-22,76,34.0371326000001
"07-23",307.5835837,2014-07-23,76,34.4335837
"07-24",307.8028671,2014-07-24,76,34.6528671
"07-25",307.7893135,2014-07-25,76,34.6393135
"07-26",307.40412125,2014-07-26,76,34.25412125
"07-27",307.1414359,2014-07-27,76,33.9914359000001
"07-28",307.41633505,2014-07-28,76,34.2663350500001
"07-29",307.82302,2014-07-29,76,34.67302
"07-30",307.2016951,2014-07-30,76,34.0516951
"07-31",307.609009,2014-07-31,76,34.459009
"08-01",308.1226105,2014-08-01,76,34.9726105
"08-02",308.19090235,2014-08-02,76,35.04090235
"08-03",307.9876667,2014-08-03,76,34.8376667
"08-04",307.50726335,2014-08-04,76,34.35726335
"08-05",307.31131325,2014-08-05,76,34.16131325
"08-06",307.4132087,2014-08-06,76,34.2632087
"08-07",308.74869055,2014-08-07,76,35.59869055
"08-08",309.05208475,2014-08-08,76,35.90208475
"08-09",308.63604685,2014-08-09,76,35.48604685
"08-10",308.50051485,2014-08-10,76,35.35051485
"08-11",307.99705885,2014-08-11,76,34.8470588500001
"08-12",306.9211209,2014-08-12,76,33.7711209
"08-13",305.88431585,2014-08-13,76,32.73431585
"08-14",306.9876152,2014-08-14,76,33.8376152
"08-15",307.7867529,2014-08-15,76,34.6367529
"08-16",307.024841,2014-08-16,76,33.874841
"08-17",306.56294335,2014-08-17,76,33.41294335
"08-18",305.5784077,2014-08-18,76,32.4284077
"08-19",305.2178728,2014-08-19,76,32.0678728
"08-20",305.8378461,2014-08-20,76,32.6878461
"08-21",306.45260485,2014-08-21,76,33.30260485
"08-22",306.297991,2014-08-22,76,33.147991
"08-23",306.17263765,2014-08-23,76,33.02263765
"08-24",305.7513319,2014-08-24,76,32.6013319
"08-25",305.30049775,2014-08-25,76,32.15049775
"08-26",306.1282508,2014-08-26,76,32.9782508
"08-27",306.8410104,2014-08-27,76,33.6910104
"08-28",306.3908099,2014-08-28,76,33.2408099
"08-29",305.852868,2014-08-29,76,32.702868
"08-30",306.0527676,2014-08-30,76,32.9027676000001
"08-31",306.9046834,2014-08-31,76,33.7546834
"09-01",307.1869202,2014-09-01,76,34.0369202000001
"09-02",307.3670394,2014-09-02,76,34.2170394
"09-03",306.2247887,2014-09-03,76,33.0747887
"09-04",305.80964035,2014-09-04,76,32.65964035
"09-05",305.25501075,2014-09-05,76,32.10501075
"09-06",305.2479026,2014-09-06,76,32.0979026
"09-07",304.8556059,2014-09-07,76,31.7056059
"09-08",304.8871549,2014-09-08,76,31.7371549000001
"09-09",304.64716185,2014-09-09,76,31.49716185
"09-10",304.96667625,2014-09-10,76,31.81667625
"09-11",305.41040575,2014-09-11,76,32.26040575
"09-12",304.8577138,2014-09-12,76,31.7077138
"09-13",304.4796123,2014-09-13,76,31.3296123
"09-14",305.00910105,2014-09-14,76,31.85910105
"09-15",304.97836915,2014-09-15,76,31.8283691500001
"09-16",304.9751334,2014-09-16,76,31.8251334
"09-17",304.9310183,2014-09-17,76,31.7810183
"09-18",305.02836155,2014-09-18,76,31.87836155
"09-19",305.68918165,2014-09-19,76,32.53918165
"09-20",305.43446865,2014-09-20,76,32.28446865
"09-21",304.04894825,2014-09-21,76,30.89894825
"09-22",302.9927272,2014-09-22,76,29.8427272
"09-23",302.87920235,2014-09-23,76,29.72920235
"09-24",303.28538765,2014-09-24,76,30.13538765
"09-25",303.4709324,2014-09-25,76,30.3209324000001
"09-26",302.8704424,2014-09-26,76,29.7204424
"09-27",302.6758583,2014-09-27,76,29.5258583
"09-28",302.4526951,2014-09-28,76,29.3026951000001
"09-29",302.55764035,2014-09-29,76,29.4076403500001
"09-30",303.3085315,2014-09-30,76,30.1585315
"10-01",304.1241569,2014-10-01,76,30.9741569
"10-02",304.5444708,2014-10-02,76,31.3944708
"10-03",304.4509434,2014-10-03,76,31.3009434000001
"10-04",303.9774983,2014-10-04,76,30.8274983
"10-05",303.8444227,2014-10-05,76,30.6944227
"10-06",303.61511715,2014-10-06,76,30.46511715
"10-07",303.15817535,2014-10-07,76,30.00817535
